free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,cash_flow_from_discontinued_operation,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,net_income_from_continuing_operations,date
175000000.0,-110000000.0,-1000000000.0,0.0,-494000000.0,,,1242000000.0,2496000000.0,-1254000000.0,-1000000.0,-1431000000.0,-1431000000.0,24000000.0,-345000000.0,,-110000000.0,-110000000.0,-1000000000.0,0.0,0.0,-1000000000.0,-1000000000.0,0.0,-491000000.0,-491000000.0,3000000.0,-494000000.0,669000000.0,669000000.0,-307000000.0,484000000.0,-144000000.0,-144000000.0,292000000.0,-65000000.0,-891000000.0,-213000000.0,-235000000.0,25000000.0,-46000000.0,-46000000.0,240000000.0,240000000.0,74000000.0,74000000.0,166000000.0,992000000.0,2022-12-31
1301000000.0,-90000000.0,,,-161000000.0,18000000.0,58000000.0,2038000000.0,1242000000.0,796000000.0,-1000000.0,-475000000.0,-475000000.0,-40000000.0,-345000000.0,,-90000000.0,-90000000.0,,,,,,,-190000000.0,-190000000.0,-29000000.0,-161000000.0,1462000000.0,1462000000.0,500000000.0,553000000.0,-150000000.0,-150000000.0,-150000000.0,-628000000.0,725000000.0,72000000.0,59000000.0,38000000.0,-91000000.0,-91000000.0,226000000.0,226000000.0,77000000.0,77000000.0,149000000.0,730000000.0,2023-03-31
519000000.0,-288000000.0,,,-212000000.0,177000000.0,269000000.0,1154000000.0,2038000000.0,-884000000.0,-1000000.0,-1400000000.0,-1400000000.0,-2000000.0,-360000000.0,,-288000000.0,-288000000.0,,,,,,,-214000000.0,-214000000.0,-2000000.0,-212000000.0,731000000.0,731000000.0,-157000000.0,733000000.0,117000000.0,117000000.0,117000000.0,-636000000.0,-371000000.0,-231000000.0,-49000000.0,49000000.0,-63000000.0,-63000000.0,207000000.0,207000000.0,59000000.0,59000000.0,148000000.0,744000000.0,2023-06-30
1094000000.0,-56000000.0,-500000000.0,,-227000000.0,29000000.0,166000000.0,1352000000.0,1154000000.0,198000000.0,-2000000.0,-917000000.0,-917000000.0,2000000.0,-363000000.0,-363000000.0,-56000000.0,-56000000.0,-500000000.0,,,-500000000.0,-500000000.0,,-204000000.0,-204000000.0,23000000.0,-227000000.0,1321000000.0,1321000000.0,200000000.0,885000000.0,-50000000.0,-50000000.0,-50000000.0,-640000000.0,5000000.0,70000000.0,32000000.0,49000000.0,-4000000.0,-4000000.0,208000000.0,208000000.0,59000000.0,59000000.0,149000000.0,836000000.0,2023-09-30
892000000.0,0.0,0.0,,-304000000.0,,,1913000000.0,1352000000.0,561000000.0,0.0,-302000000.0,-302000000.0,58000000.0,-360000000.0,-360000000.0,0.0,0.0,0.0,,,0.0,0.0,,-333000000.0,-333000000.0,-29000000.0,-304000000.0,1196000000.0,1196000000.0,92000000.0,244000000.0,-429000000.0,-429000000.0,-220000000.0,-315000000.0,592000000.0,127000000.0,-149000000.0,45000000.0,-19000000.0,-19000000.0,222000000.0,222000000.0,60000000.0,60000000.0,162000000.0,1005000000.0,2023-12-31
-437000000.0,-105000000.0,,,-159000000.0,26000000.0,33000000.0,1036000000.0,1913000000.0,-877000000.0,-1000000.0,-416000000.0,-416000000.0,50000000.0,-361000000.0,-361000000.0,-105000000.0,-105000000.0,,,,,,,-182000000.0,-182000000.0,-23000000.0,-159000000.0,-278000000.0,-278000000.0,-1161000000.0,384000000.0,100000000.0,100000000.0,100000000.0,-1011000000.0,-634000000.0,-115000000.0,-122000000.0,34000000.0,-39000000.0,-39000000.0,211000000.0,211000000.0,59000000.0,59000000.0,152000000.0,799000000.0,2024-03-31
