ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_revenue,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,dividends_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,other_receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number
274411106.0,274411106.0,9254000000.0,12114000000.0,-3590000000.0,29064000000.0,5722000000.0,-3590000000.0,1618000000.0,18568000000.0,27811000000.0,18568000000.0,18568000000.0,-2152000000.0,-2152000000.0,20721000000.0,37403000000.0,3556000000.0,482000000.0,482000000.0,33017000000.0,17676000000.0,2475000000.0,2453000000.0,2453000000.0,2175000000.0,2175000000.0,10573000000.0,1330000000.0,9243000000.0,15341000000.0,1250000000.0,7436000000.0,7436000000.0,1541000000.0,288000000.0,1253000000.0,1253000000.0,253000000.0,4861000000.0,1116000000.0,3745000000.0,347000000.0,3398000000.0,51585000000.0,30522000000.0,2464000000.0,22158000000.0,1824000000.0,20334000000.0,5900000000.0,-6392000000.0,12292000000.0,1020000000.0,6620000000.0,4238000000.0,414000000.0,0.0,21063000000.0,1696000000.0,6322000000.0,68000000.0,4182000000.0,2072000000.0,11803000000.0,8795000000.0,3008000000.0,1242000000.0,1242000000.0,2022-12-31,
274335601.0,274335601.0,8464000000.0,12098000000.0,-3075000000.0,29589000000.0,6104000000.0,-3075000000.0,1596000000.0,19087000000.0,28332000000.0,19087000000.0,19087000000.0,-1930000000.0,-1930000000.0,20796000000.0,37769000000.0,3562000000.0,482000000.0,482000000.0,33009000000.0,17525000000.0,2239000000.0,2273000000.0,2273000000.0,2447000000.0,2447000000.0,10566000000.0,1321000000.0,9245000000.0,15484000000.0,1385000000.0,7717000000.0,7717000000.0,1532000000.0,275000000.0,1257000000.0,1257000000.0,330000000.0,4520000000.0,909000000.0,3611000000.0,363000000.0,3248000000.0,52096000000.0,30508000000.0,2479000000.0,22162000000.0,1776000000.0,20386000000.0,5867000000.0,-6527000000.0,12394000000.0,,,,,,21588000000.0,1460000000.0,7006000000.0,58000000.0,4734000000.0,2214000000.0,11084000000.0,8148000000.0,2936000000.0,2038000000.0,2038000000.0,2023-03-31,
273042571.0,273042571.0,8601000000.0,11485000000.0,-2697000000.0,29233000000.0,6139000000.0,-2697000000.0,1730000000.0,19478000000.0,28725000000.0,19478000000.0,19478000000.0,-1695000000.0,-1695000000.0,21077000000.0,38154000000.0,3614000000.0,482000000.0,482000000.0,33078000000.0,17392000000.0,2128000000.0,2320000000.0,2320000000.0,2269000000.0,2269000000.0,10675000000.0,1428000000.0,9247000000.0,15686000000.0,1218000000.0,8628000000.0,8628000000.0,810000000.0,302000000.0,508000000.0,508000000.0,242000000.0,4788000000.0,1062000000.0,3726000000.0,361000000.0,3365000000.0,52556000000.0,30731000000.0,2609000000.0,22175000000.0,1732000000.0,20443000000.0,5947000000.0,-6656000000.0,12603000000.0,,,,,,21825000000.0,1571000000.0,7642000000.0,59000000.0,5225000000.0,2358000000.0,11458000000.0,8291000000.0,3167000000.0,1154000000.0,1154000000.0,2023-06-30,
272896860.0,272896860.0,7903000000.0,10997000000.0,-2110000000.0,29212000000.0,6817000000.0,-2110000000.0,1742000000.0,19957000000.0,29205000000.0,19957000000.0,19957000000.0,-1698000000.0,-1698000000.0,21124000000.0,38626000000.0,3671000000.0,482000000.0,482000000.0,33568000000.0,17606000000.0,2089000000.0,2294000000.0,2294000000.0,2545000000.0,2545000000.0,10678000000.0,1430000000.0,9248000000.0,15962000000.0,1252000000.0,9351000000.0,9351000000.0,319000000.0,312000000.0,7000000.0,7000000.0,245000000.0,4795000000.0,1118000000.0,3677000000.0,362000000.0,3315000000.0,53525000000.0,30746000000.0,2666000000.0,22067000000.0,1681000000.0,20386000000.0,6013000000.0,-6732000000.0,12745000000.0,,,,,,22779000000.0,1560000000.0,8282000000.0,77000000.0,5714000000.0,2491000000.0,11585000000.0,8453000000.0,3132000000.0,1352000000.0,1352000000.0,2023-09-30,
273599948.0,481880634.0,7348000000.0,11083000000.0,-943000000.0,30560000000.0,7183000000.0,-943000000.0,1822000000.0,21299000000.0,30053000000.0,21299000000.0,21299000000.0,-1159000000.0,-1159000000.0,21054000000.0,39270000000.0,3760000000.0,482000000.0,482000000.0,33511000000.0,17079000000.0,2033000000.0,2219000000.0,2219000000.0,2576000000.0,2576000000.0,10251000000.0,1497000000.0,8754000000.0,16432000000.0,1151000000.0,9564000000.0,9564000000.0,832000000.0,325000000.0,507000000.0,507000000.0,237000000.0,4648000000.0,1191000000.0,3457000000.0,362000000.0,3095000000.0,54810000000.0,31195000000.0,2755000000.0,22242000000.0,1656000000.0,20586000000.0,6198000000.0,-6802000000.0,13000000000.0,1086000000.0,6806000000.0,4654000000.0,454000000.0,0.0,23615000000.0,2123000000.0,8578000000.0,37000000.0,5655000000.0,2886000000.0,11001000000.0,7997000000.0,3004000000.0,1913000000.0,1913000000.0,2023-12-31,208280686.0
274364084.0,482644770.0,8223000000.0,11063000000.0,-642000000.0,30669000000.0,7406000000.0,-642000000.0,1804000000.0,21410000000.0,30162000000.0,21410000000.0,21410000000.0,-1456000000.0,-1456000000.0,21114000000.0,39678000000.0,3820000000.0,482000000.0,482000000.0,33836000000.0,17046000000.0,2079000000.0,2171000000.0,2171000000.0,2564000000.0,2564000000.0,10232000000.0,1480000000.0,8752000000.0,16790000000.0,1201000000.0,9969000000.0,9969000000.0,831000000.0,324000000.0,507000000.0,507000000.0,237000000.0,4552000000.0,959000000.0,3593000000.0,390000000.0,3203000000.0,55246000000.0,31050000000.0,2806000000.0,22052000000.0,1594000000.0,20458000000.0,6192000000.0,-6870000000.0,13062000000.0,,,,,,24196000000.0,1929000000.0,9589000000.0,63000000.0,6453000000.0,3073000000.0,11642000000.0,8523000000.0,3119000000.0,1036000000.0,1036000000.0,2024-03-31,208280686.0
