tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
19740000.0,0.21,332000000.0,94000000.0,94000000.0,-36000000.0,346000000.0,2176000000.0,426000000.0,80000000.0,-70000000.0,76000000.0,6000000.0,-110260000.0,-36000000.0,3320000000.0,86000000.0,843000000.0,843000000.0,-0.04,-0.04,-36000000.0,-36000000.0,-36000000.0,-9000000.0,-27000000.0,-27000000.0,31000000.0,4000000.0,-12000000.0,-106000000.0,94000000.0,-70000000.0,76000000.0,6000000.0,86000000.0,829000000.0,31000000.0,31000000.0,31000000.0,31000000.0,281000000.0,517000000.0,915000000.0,2491000000.0,3406000000.0,3406000000.0,2022-12-31
-1296000.0,0.162,653000000.0,-8000000.0,-8000000.0,176000000.0,341000000.0,1865000000.0,645000000.0,304000000.0,-69000000.0,76000000.0,7000000.0,182704000.0,176000000.0,2881000000.0,297000000.0,859000000.0,844000000.0,0.2,0.21,176000000.0,176000000.0,176000000.0,-15000000.0,191000000.0,191000000.0,37000000.0,228000000.0,,8000000.0,-8000000.0,-69000000.0,76000000.0,7000000.0,297000000.0,706000000.0,31000000.0,31000000.0,31000000.0,31000000.0,254000000.0,421000000.0,1003000000.0,2175000000.0,3178000000.0,3178000000.0,2023-03-31
30044000.0,0.259,717000000.0,116000000.0,116000000.0,281000000.0,343000000.0,1918000000.0,833000000.0,490000000.0,-73000000.0,81000000.0,8000000.0,195044000.0,281000000.0,2964000000.0,279000000.0,859000000.0,848000000.0,0.33,0.33,281000000.0,281000000.0,281000000.0,-22000000.0,303000000.0,303000000.0,106000000.0,409000000.0,203000000.0,87000000.0,116000000.0,-73000000.0,81000000.0,8000000.0,279000000.0,734000000.0,31000000.0,31000000.0,31000000.0,31000000.0,263000000.0,440000000.0,1013000000.0,2230000000.0,3243000000.0,3243000000.0,2023-06-30
3220000.0,0.161,619000000.0,20000000.0,20000000.0,164000000.0,340000000.0,1859000000.0,639000000.0,299000000.0,-72000000.0,82000000.0,10000000.0,147220000.0,164000000.0,2937000000.0,236000000.0,859000000.0,850000000.0,0.19,0.19,164000000.0,164000000.0,164000000.0,-18000000.0,182000000.0,182000000.0,35000000.0,217000000.0,53000000.0,33000000.0,20000000.0,-72000000.0,82000000.0,10000000.0,236000000.0,768000000.0,30000000.0,30000000.0,30000000.0,30000000.0,270000000.0,468000000.0,1004000000.0,2169000000.0,3173000000.0,3173000000.0,2023-09-30
8684210.526316,0.263158,364000000.0,33000000.0,33000000.0,-40000000.0,345000000.0,1768000000.0,397000000.0,52000000.0,-77000000.0,90000000.0,13000000.0,-64315789.473684,-40000000.0,2916000000.0,78000000.0,,,,,-40000000.0,-40000000.0,-40000000.0,-12000000.0,-28000000.0,-28000000.0,-10000000.0,-38000000.0,-39000000.0,-72000000.0,33000000.0,-77000000.0,90000000.0,13000000.0,78000000.0,833000000.0,30000000.0,30000000.0,30000000.0,30000000.0,289000000.0,514000000.0,911000000.0,2083000000.0,2994000000.0,2994000000.0,2023-12-31
