treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,other_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,non_current_deferred_assets,non_current_accounts_receivable,investments_and_advances,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,buildings_and_improvements,properties,current_assets,other_current_assets,hedging_assets_current,assets_held_for_sale_current,restricted_cash,prepaid_assets,inventory,receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,other_current_liabilities,non_current_deferred_taxes_assets
1400000.0,671022354.0,672422354.0,15101000000.0,15895000000.0,21177000000.0,36813000000.0,-625000000.0,21177000000.0,466000000.0,21384000000.0,35756000000.0,21384000000.0,21384000000.0,-1969000000.0,-1969000000.0,170000000.0,19529000000.0,381000000.0,3613000000.0,3613000000.0,29278000000.0,25436000000.0,,493000000.0,486000000.0,9961000000.0,16000000.0,9796000000.0,14713000000.0,341000000.0,14372000000.0,269000000.0,3842000000.0,12000000.0,12000000.0,1182000000.0,125000000.0,1057000000.0,1057000000.0,14000000.0,86000000.0,2548000000.0,1024000000.0,201000000.0,1524000000.0,182000000.0,388000000.0,954000000.0,50662000000.0,47445000000.0,13000000.0,3033000000.0,66000000.0,25000000.0,94000000.0,207000000.0,137000000.0,70000000.0,44007000000.0,-16526000000.0,60533000000.0,47428000000.0,2670000000.0,2202000000.0,,3217000000.0,55000000.0,33000000.0,0.0,506000000.0,186000000.0,692000000.0,1417000000.0,46000000.0,1371000000.0,-15000000.0,1386000000.0,328000000.0,328000000.0,2022-12-31,,
,662400000.0,662400000.0,16164000000.0,16968000000.0,20453000000.0,37507000000.0,-1198000000.0,20453000000.0,320000000.0,20859000000.0,35182000000.0,20859000000.0,20859000000.0,-1986000000.0,-1986000000.0,141000000.0,19037000000.0,360000000.0,3589000000.0,3589000000.0,30044000000.0,25430000000.0,445000000.0,484000000.0,484000000.0,9858000000.0,,9858000000.0,14643000000.0,320000000.0,14323000000.0,,4614000000.0,,,2325000000.0,,2325000000.0,,,,2289000000.0,,,2289000000.0,,,2289000000.0,50903000000.0,47487000000.0,,3139000000.0,,,,406000000.0,,,43942000000.0,,43942000000.0,443000000.0,,,43499000000.0,3416000000.0,305000000.0,25000000.0,,453000000.0,,764000000.0,1385000000.0,,1385000000.0,,,484000000.0,484000000.0,2023-03-31,,
,655600000.0,655600000.0,16399000000.0,17233000000.0,19995000000.0,37336000000.0,-235000000.0,19995000000.0,295000000.0,20398000000.0,36229000000.0,20398000000.0,20398000000.0,-2079000000.0,-2079000000.0,142000000.0,18677000000.0,369000000.0,3573000000.0,3573000000.0,30478000000.0,26977000000.0,461000000.0,480000000.0,480000000.0,9910000000.0,,9910000000.0,16126000000.0,295000000.0,15831000000.0,,3501000000.0,,,1107000000.0,,1107000000.0,,,,2394000000.0,,,2394000000.0,,,2394000000.0,50876000000.0,47610000000.0,,3245000000.0,,,,403000000.0,,,43962000000.0,,43962000000.0,416000000.0,,,43546000000.0,3266000000.0,296000000.0,,,451000000.0,,757000000.0,1223000000.0,,1223000000.0,,,539000000.0,539000000.0,2023-06-30,,
,649800000.0,649800000.0,17891000000.0,18691000000.0,19560000000.0,38353000000.0,-1285000000.0,19560000000.0,309000000.0,19971000000.0,36057000000.0,19971000000.0,19971000000.0,-1910000000.0,-1910000000.0,143000000.0,18116000000.0,375000000.0,3533000000.0,3533000000.0,32118000000.0,27462000000.0,453000000.0,480000000.0,480000000.0,10134000000.0,,10134000000.0,16395000000.0,309000000.0,16086000000.0,,4656000000.0,,,2296000000.0,,2296000000.0,,,,2360000000.0,,,2360000000.0,,,2360000000.0,52089000000.0,48718000000.0,,3350000000.0,,,,411000000.0,,,44957000000.0,,44957000000.0,432000000.0,,,44525000000.0,3371000000.0,384000000.0,,,451000000.0,,761000000.0,1284000000.0,,1284000000.0,,,491000000.0,491000000.0,2023-09-30,,
1100000.0,642733245.0,643833245.0,17998000000.0,18888000000.0,19916000000.0,38590000000.0,-1946000000.0,19916000000.0,415000000.0,20117000000.0,36250000000.0,20117000000.0,20117000000.0,-2279000000.0,-2279000000.0,144000000.0,18655000000.0,373000000.0,3512000000.0,3512000000.0,32549000000.0,27514000000.0,,500000000.0,495000000.0,10304000000.0,82000000.0,10066000000.0,16431000000.0,298000000.0,16133000000.0,279000000.0,5035000000.0,13000000.0,13000000.0,2457000000.0,117000000.0,2340000000.0,2340000000.0,12000000.0,90000000.0,2399000000.0,956000000.0,215000000.0,1443000000.0,165000000.0,310000000.0,968000000.0,52666000000.0,49577000000.0,12000000.0,3140000000.0,765000000.0,16000000.0,402000000.0,201000000.0,131000000.0,70000000.0,45041000000.0,-17394000000.0,62435000000.0,57302000000.0,2879000000.0,2254000000.0,,3089000000.0,33000000.0,0.0,,449000000.0,133000000.0,699000000.0,1300000000.0,0.0,1300000000.0,-25000000.0,1325000000.0,475000000.0,475000000.0,2023-12-31,64000000.0,682000000.0
1100000.0,637600000.0,638700000.0,19349000000.0,20025000000.0,19114000000.0,39615000000.0,-2193000000.0,19114000000.0,264000000.0,19854000000.0,36608000000.0,19854000000.0,19854000000.0,-2133000000.0,-2133000000.0,128000000.0,18255000000.0,350000000.0,3510000000.0,3510000000.0,33670000000.0,28196000000.0,502000000.0,493000000.0,493000000.0,10183000000.0,,10183000000.0,17018000000.0,264000000.0,16754000000.0,,5474000000.0,,,3007000000.0,,3007000000.0,,,,2467000000.0,,,2467000000.0,,,2467000000.0,53524000000.0,50243000000.0,,3247000000.0,685000000.0,,,740000000.0,,,45571000000.0,,45571000000.0,392000000.0,,,45179000000.0,3281000000.0,324000000.0,,,449000000.0,,783000000.0,1313000000.0,,1313000000.0,,,412000000.0,412000000.0,2024-03-31,,685000000.0
