tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,rent_expense_supplemental,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,other_special_charges,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-33576289.207868,0.245082,2622000000.0,-137000000.0,-137000000.0,1420000000.0,451000000.0,2514000000.0,2485000000.0,2034000000.0,-153000000.0,153000000.0,1523423710.792132,1420000000.0,2514000000.0,84000000.0,1912000000.0,676900000.0,674900000.0,2.1,2.1,1420000000.0,1420000000.0,1420000000.0,1420000000.0,1420000000.0,461000000.0,1881000000.0,6000000.0,143000000.0,-101000000.0,15000000.0,116000000.0,0.0,-153000000.0,153000000.0,2028000000.0,0.0,2028000000.0,2514000000.0,4542000000.0,4400000000.0,2022-12-31
-37146000.0,0.246,2381000000.0,-151000000.0,-151000000.0,1220000000.0,448000000.0,2500000000.0,2230000000.0,1782000000.0,-165000000.0,165000000.0,1333854000.0,1220000000.0,2500000000.0,90000000.0,1662000000.0,669900000.0,668300000.0,1.82,1.83,1220000000.0,1220000000.0,1220000000.0,1220000000.0,1220000000.0,397000000.0,1617000000.0,-31000000.0,120000000.0,-151000000.0,,151000000.0,,-165000000.0,165000000.0,1813000000.0,0.0,1813000000.0,2500000000.0,4313000000.0,4219000000.0,2023-03-31
-30027131.782946,0.246124,2292000000.0,-122000000.0,-122000000.0,1167000000.0,449000000.0,2335000000.0,2170000000.0,1721000000.0,-173000000.0,173000000.0,1258972868.217054,1167000000.0,2335000000.0,83000000.0,1600000000.0,663100000.0,661600000.0,1.76,1.76,1167000000.0,1167000000.0,1167000000.0,1167000000.0,1167000000.0,381000000.0,1548000000.0,-1000000.0,121000000.0,-122000000.0,,122000000.0,,-173000000.0,173000000.0,1722000000.0,0.0,1722000000.0,2335000000.0,4057000000.0,3894000000.0,2023-06-30
-30916000.0,0.236,2224000000.0,-131000000.0,-131000000.0,1108000000.0,457000000.0,2339000000.0,2093000000.0,1636000000.0,-185000000.0,185000000.0,1208084000.0,1108000000.0,2339000000.0,89000000.0,1517000000.0,655600000.0,654300000.0,1.69,1.69,1108000000.0,1108000000.0,1108000000.0,1108000000.0,1108000000.0,343000000.0,1451000000.0,-12000000.0,119000000.0,-131000000.0,,131000000.0,,-185000000.0,185000000.0,1648000000.0,0.0,1648000000.0,2339000000.0,3987000000.0,3820000000.0,2023-09-30
218800000.0,0.4,1987000000.0,547000000.0,547000000.0,2130000000.0,463000000.0,2503000000.0,2534000000.0,2071000000.0,-199000000.0,199000000.0,1801800000.0,2130000000.0,3057000000.0,97000000.0,1818000000.0,647600000.0,646400000.0,3.29,3.3,2130000000.0,2130000000.0,2130000000.0,2130000000.0,2130000000.0,-258000000.0,1872000000.0,657000000.0,110000000.0,540000000.0,,,,-199000000.0,199000000.0,1414000000.0,554000000.0,1968000000.0,2503000000.0,4471000000.0,4303000000.0,2023-12-31
-39120000.0,0.24,2286000000.0,-163000000.0,-163000000.0,1103000000.0,462000000.0,2540000000.0,2123000000.0,1661000000.0,-210000000.0,210000000.0,1226880000.0,1103000000.0,2540000000.0,99000000.0,1546000000.0,641900000.0,640700000.0,1.72,1.72,1103000000.0,1103000000.0,1103000000.0,1103000000.0,1103000000.0,348000000.0,1451000000.0,-48000000.0,115000000.0,-163000000.0,,163000000.0,,-210000000.0,210000000.0,1709000000.0,0.0,1709000000.0,2540000000.0,4249000000.0,4137000000.0,2024-03-31
