tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,special_income_charges,other_special_charges,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,research_and_development,selling_general_and_administration,general_and_administrative_expense,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-167896.678967,0.000615,2116000000.0,-273000000.0,-273000000.0,960000000.0,-144000000.0,2238000000.0,1843000000.0,1843000000.0,-267000000.0,217000000.0,-19000000.0,1232832103.321033,1461000000.0,5212000000.0,1868000000.0,2045500000.0,2017000000.0,0.73,0.742,1461000000.0,1461000000.0,0.0,1461000000.0,,2126000000.0,501000000.0,1625000000.0,1000000.0,1626000000.0,-1231000000.0,,-267000000.0,217000000.0,-19000000.0,2164000000.0,2974000000.0,,1797000000.0,2438000000.0,2438000000.0,5138000000.0,2238000000.0,7376000000.0,7376000000.0,2022-12-31
145000.0,0.145,2749000000.0,1000000.0,1000000.0,1490000000.0,640000000.0,1943000000.0,2750000000.0,2110000000.0,-174000000.0,203000000.0,29000000.0,1489145000.0,1490000000.0,4869000000.0,2082000000.0,2042500000.0,2022000000.0,0.73,0.736,1490000000.0,1490000000.0,0.0,1490000000.0,-141000000.0,1631000000.0,0.0,1631000000.0,276000000.0,1907000000.0,1000000.0,-1000000.0,-174000000.0,203000000.0,29000000.0,2082000000.0,2926000000.0,,1260000000.0,2143000000.0,2143000000.0,5008000000.0,1943000000.0,6951000000.0,6951000000.0,2023-03-31
0.0,0.122,2624000000.0,0.0,0.0,1624000000.0,452000000.0,1932000000.0,2624000000.0,2172000000.0,-152000000.0,185000000.0,33000000.0,1624000000.0,1624000000.0,5037000000.0,2141000000.0,2558125000.0,2533125000.0,0.6352,0.6416,1624000000.0,1624000000.0,0.0,1624000000.0,-121000000.0,1745000000.0,0.0,1745000000.0,242000000.0,1987000000.0,0.0,,-152000000.0,185000000.0,33000000.0,2141000000.0,3105000000.0,,1341000000.0,2268000000.0,2268000000.0,5246000000.0,1932000000.0,7178000000.0,7178000000.0,2023-06-30
0.0,0.143,2552000000.0,0.0,0.0,1464000000.0,579000000.0,2272000000.0,2552000000.0,1973000000.0,-158000000.0,182000000.0,24000000.0,1464000000.0,1464000000.0,6198000000.0,1949000000.0,2056000000.0,2027500000.0,0.712,0.722,1464000000.0,1464000000.0,0.0,1464000000.0,-70000000.0,1534000000.0,0.0,1534000000.0,257000000.0,1791000000.0,0.0,,-158000000.0,182000000.0,24000000.0,1949000000.0,3926000000.0,367000000.0,1575000000.0,2296000000.0,2296000000.0,5875000000.0,2272000000.0,8147000000.0,8147000000.0,2023-09-30
-102980000.0,0.19,1699000000.0,-542000000.0,-542000000.0,350000000.0,623000000.0,2418000000.0,1157000000.0,534000000.0,-251000000.0,155000000.0,-38000000.0,789020000.0,350000000.0,6879000000.0,573000000.0,2058000000.0,2028000000.0,0.17,0.172,350000000.0,350000000.0,0.0,350000000.0,-48000000.0,398000000.0,0.0,398000000.0,-19000000.0,379000000.0,-705000000.0,-86000000.0,-251000000.0,155000000.0,-38000000.0,1173000000.0,4461000000.0,,2047000000.0,2678000000.0,2678000000.0,5634000000.0,2418000000.0,8052000000.0,8052000000.0,2023-12-31
