free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,net_other_financing_charges,interest_paid_cff,cash_dividends_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,net_other_investing_changes,interest_received_cfi,dividends_received_cfi,net_investment_purchase_and_sale,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_intangibles_purchase_and_sale,sale_of_intangibles,purchase_of_intangibles,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,taxes_refund_paid,change_in_working_capital,other_non_cash_items,deferred_tax,depreciation_and_amortization,depreciation,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date,long_term_debt_issuance
1154000000.0,,-2452000000.0,,0.0,-751000000.0,3425000000.0,3352000000.0,46000000.0,27000000.0,-1338000000.0,250000000.0,-344000000.0,-654000000.0,0.0,,0.0,-406000000.0,154000000.0,-867000000.0,,-560000000.0,-1585000000.0,-540000000.0,-8000000.0,15000000.0,6000000.0,1000000.0,-6000000.0,122000000.0,-128000000.0,-243000000.0,70000000.0,-313000000.0,-305000000.0,133000000.0,-438000000.0,1905000000.0,-200000000.0,937000000.0,-209000000.0,1000000.0,-144000000.0,-1230000000.0,-36000000.0,1625000000.0,2022-12-31,
-476000000.0,-2000000.0,-144000000.0,,8000000.0,-529000000.0,2721000000.0,3425000000.0,-31000000.0,-673000000.0,-318000000.0,130000000.0,-120000000.0,-555000000.0,6000000.0,-2000000.0,8000000.0,408000000.0,552000000.0,,,-144000000.0,-144000000.0,-408000000.0,,29000000.0,133000000.0,,-52000000.0,11000000.0,-63000000.0,-292000000.0,4000000.0,-296000000.0,-226000000.0,7000000.0,-233000000.0,53000000.0,-234000000.0,-840000000.0,174000000.0,276000000.0,640000000.0,640000000.0,-1000000.0,1631000000.0,2023-03-31,
772000000.0,,-659000000.0,,1000000.0,-535000000.0,3038000000.0,2721000000.0,-57000000.0,374000000.0,31000000.0,61000000.0,-328000000.0,-557000000.0,3000000.0,,1000000.0,1036000000.0,1042000000.0,,,-6000000.0,-6000000.0,-964000000.0,,33000000.0,69000000.0,,-542000000.0,857000000.0,-1399000000.0,-231000000.0,8000000.0,-239000000.0,-293000000.0,3000000.0,-296000000.0,1307000000.0,-313000000.0,-1993000000.0,152000000.0,242000000.0,452000000.0,452000000.0,,1745000000.0,2023-06-30,
1715000000.0,,-429000000.0,-615000000.0,0.0,-497000000.0,3020000000.0,3038000000.0,23000000.0,-41000000.0,-1762000000.0,-8000000.0,-32000000.0,-567000000.0,0.0,,0.0,-1044000000.0,-1288000000.0,-435000000.0,-853000000.0,244000000.0,6000000.0,-491000000.0,,21000000.0,0.0,,-73000000.0,23000000.0,-96000000.0,-198000000.0,0.0,-198000000.0,-288000000.0,11000000.0,-299000000.0,2212000000.0,-296000000.0,164000000.0,158000000.0,257000000.0,579000000.0,579000000.0,,1534000000.0,2023-09-30,
2413000000.0,,-1361000000.0,-1409000000.0,1000000.0,-783000000.0,2858000000.0,3020000000.0,-34000000.0,-128000000.0,-3592000000.0,158000000.0,-286000000.0,-568000000.0,1000000.0,,1000000.0,-2770000000.0,-2755000000.0,-1361000000.0,,-15000000.0,0.0,268000000.0,,32000000.0,29000000.0,25000000.0,958000000.0,991000000.0,-33000000.0,-297000000.0,0.0,-297000000.0,-479000000.0,7000000.0,-486000000.0,3196000000.0,-485000000.0,2305000000.0,-14000000.0,-19000000.0,623000000.0,-589000000.0,,398000000.0,2023-12-31,-15000000.0
