treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,other_equity_interest,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,non_current_pension_and_other_postretirement_benefit_plans,non_current_accrued_expenses,tradeand_other_payables_non_current,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,current_provisions,payables,other_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,non_current_deferred_taxes_assets,financial_assets,other_investments,investmentin_financial_assets,available_for_sale_securities,financial_assets_designatedas_fair_value_through_profitor_loss_total,long_term_equity_investment,investmentsin_joint_venturesat_cost,investmentsin_associatesat_cost,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,hedging_assets_current,assets_held_for_sale_current,restricted_cash,prepaid_assets,inventory,finished_goods,work_in_process,raw_materials,other_receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,pensionand_other_post_retirement_benefit_plans_current
217124760.0,4094218581.0,4311343341.0,16456000000.0,20987000000.0,-10766000000.0,30577000000.0,-2041000000.0,-10766000000.0,1008000000.0,10598000000.0,26792000000.0,10096000000.0,-502000000.0,10598000000.0,-353000000.0,4363000000.0,3440000000.0,1347000000.0,1347000000.0,50050000000.0,27240000000.0,5779000000.0,0.0,2579000000.0,11000000.0,932000000.0,83000000.0,289000000.0,17035000000.0,841000000.0,16194000000.0,532000000.0,22810000000.0,1289000000.0,3952000000.0,167000000.0,3785000000.0,652000000.0,4881000000.0,544000000.0,471000000.0,3866000000.0,60146000000.0,39377000000.0,,229000000.0,5658000000.0,0.0,,1467000000.0,1153000000.0,314000000.0,74000000.0,10000000.0,64000000.0,21364000000.0,14318000000.0,7046000000.0,9620000000.0,-10518000000.0,20138000000.0,1850000000.0,,11079000000.0,561000000.0,6648000000.0,0.0,20769000000.0,190000000.0,98000000.0,200000000.0,343000000.0,5146000000.0,1284000000.0,2286000000.0,1576000000.0,1258000000.0,405000000.0,5452000000.0,-91000000.0,5543000000.0,7677000000.0,4154000000.0,3523000000.0,2022-12-31,
217000000.0,4052000000.0,4269000000.0,,20905000000.0,-9197000000.0,11820000000.0,-977000000.0,-9197000000.0,,11820000000.0,11820000000.0,11312000000.0,-508000000.0,11820000000.0,,5655000000.0,3449000000.0,1348000000.0,1348000000.0,47284000000.0,26588000000.0,6514000000.0,,2480000000.0,,123000000.0,,290000000.0,16644000000.0,,,537000000.0,20696000000.0,962000000.0,4261000000.0,,,683000000.0,14692000000.0,,424000000.0,14268000000.0,58596000000.0,38877000000.0,1496000000.0,,5610000000.0,,1270000000.0,,,,70000000.0,,,21017000000.0,14160000000.0,6857000000.0,9414000000.0,,9414000000.0,,9414000000.0,,,,,19719000000.0,125000000.0,135000000.0,,,5355000000.0,,,,,296000000.0,6833000000.0,,,6975000000.0,4085000000.0,2890000000.0,2023-03-31,
217068169.0,4095003435.0,4312071604.0,,21474000000.0,-9556000000.0,12691000000.0,-2760000000.0,-9556000000.0,,12691000000.0,12691000000.0,12159000000.0,-532000000.0,12691000000.0,,6418000000.0,3450000000.0,1348000000.0,1348000000.0,47302000000.0,25194000000.0,6184000000.0,,2337000000.0,,76000000.0,,500000000.0,15553000000.0,,,544000000.0,22108000000.0,947000000.0,5921000000.0,,,609000000.0,14495000000.0,,544000000.0,13951000000.0,59461000000.0,40113000000.0,1402000000.0,,5799000000.0,,1286000000.0,,,,64000000.0,,,22247000000.0,15531000000.0,6716000000.0,9315000000.0,,9315000000.0,,9315000000.0,,,,,19348000000.0,164000000.0,73000000.0,,,5512000000.0,,,,,319000000.0,6776000000.0,,,6504000000.0,3364000000.0,3140000000.0,2023-06-30,
256094171.0,4056000000.0,4312094171.0,,20836000000.0,-9135000000.0,13133000000.0,-1150000000.0,-9135000000.0,,13133000000.0,13133000000.0,12619000000.0,-514000000.0,13133000000.0,,7017000000.0,3450000000.0,1348000000.0,1348000000.0,48243000000.0,25853000000.0,6550000000.0,6000000.0,2278000000.0,,78000000.0,,402000000.0,15993000000.0,,,546000000.0,22390000000.0,1024000000.0,4843000000.0,,,534000000.0,15868000000.0,,286000000.0,15582000000.0,60862000000.0,39622000000.0,1148000000.0,,5610000000.0,,1067000000.0,,,,75000000.0,,,22268000000.0,15295000000.0,6973000000.0,9454000000.0,,9454000000.0,,9454000000.0,,,,,21240000000.0,143000000.0,60000000.0,,,5480000000.0,,,,,330000000.0,8544000000.0,,,6683000000.0,3506000000.0,3177000000.0,2023-09-30,
255068169.0,4057077814.0,4312145983.0,14065000000.0,18018000000.0,-8232000000.0,30158000000.0,-2424000000.0,-8232000000.0,1207000000.0,13347000000.0,27501000000.0,12795000000.0,-552000000.0,13347000000.0,-288000000.0,7239000000.0,3451000000.0,1348000000.0,1348000000.0,46210000000.0,25142000000.0,5609000000.0,,2340000000.0,4000000.0,924000000.0,254000000.0,311000000.0,15205000000.0,1051000000.0,14154000000.0,495000000.0,21068000000.0,1053000000.0,2813000000.0,156000000.0,2657000000.0,744000000.0,4563000000.0,346000000.0,500000000.0,3717000000.0,59005000000.0,40361000000.0,,634000000.0,6049000000.0,,,1164000000.0,940000000.0,224000000.0,55000000.0,0.0,55000000.0,21579000000.0,14768000000.0,6811000000.0,9957000000.0,-10259000000.0,20216000000.0,2120000000.0,4000000.0,10886000000.0,751000000.0,6455000000.0,0.0,18644000000.0,130000000.0,76000000.0,190000000.0,355000000.0,5498000000.0,1455000000.0,2449000000.0,1594000000.0,560000000.0,938000000.0,5905000000.0,-85000000.0,5990000000.0,4992000000.0,2246000000.0,2746000000.0,2023-12-31,126000000.0
