tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,preferred_stock_dividends,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,special_income_charges,other_special_charges,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
3563910.0,0.21,238190000.0,16971000.0,16971000.0,44530000.0,172064000.0,134475000.0,255161000.0,83097000.0,-36313000.0,36313000.0,,31122910.0,44530000.0,327358000.0,89269000.0,326093000.0,325509000.0,0.13,0.13,43425000.0,43425000.0,1105000.0,44530000.0,-2937000.0,47467000.0,47467000.0,-683000.0,46784000.0,10799000.0,-8523000.0,8523000.0,761000.0,,-36313000.0,36313000.0,,72298000.0,25642000.0,4008000.0,4823000.0,4823000.0,16811000.0,16811000.0,16811000.0,97940000.0,301716000.0,399656000.0,399656000.0,2022-12-31
-29321.45119,0.007057,254005000.0,-4155000.0,-4155000.0,30964000.0,172949000.0,135749000.0,249850000.0,76901000.0,-42732000.0,43742000.0,1010000.0,35089678.54881,30964000.0,329210000.0,66184000.0,329421000.0,328789000.0,0.09,0.09,29781000.0,29781000.0,1183000.0,30964000.0,-1961000.0,32925000.0,32925000.0,234000.0,33159000.0,5552000.0,-4156000.0,4156000.0,9707000.0,1000.0,-42732000.0,43742000.0,1010000.0,70339000.0,24161000.0,3032000.0,3649000.0,3649000.0,17480000.0,17480000.0,17480000.0,94500000.0,305049000.0,399549000.0,399549000.0,2023-03-31
1180880.484693,0.003636,264503000.0,324750000.0,324750000.0,347545000.0,172606000.0,139478000.0,589253000.0,416647000.0,-34666000.0,45113000.0,10447000.0,23975880.484693,347545000.0,332795000.0,396503000.0,332480000.0,328957000.0,1.05,1.05,346323000.0,346323000.0,1222000.0,347545000.0,-22638000.0,370183000.0,370183000.0,1351000.0,371534000.0,334447000.0,-1134000.0,1134000.0,9697000.0,325884000.0,-34666000.0,45113000.0,10447000.0,71753000.0,24392000.0,4259000.0,3681000.0,3681000.0,16452000.0,16452000.0,16452000.0,96145000.0,308403000.0,404548000.0,404548000.0,2023-06-30
23019.611125,0.01194,252895000.0,1928000.0,1928000.0,32858000.0,171243000.0,142974000.0,254823000.0,83580000.0,-47733000.0,47733000.0,,30953019.611125,32858000.0,333987000.0,78072000.0,329201000.0,328760000.0,0.1,0.1,31637000.0,31637000.0,1221000.0,32858000.0,-2561000.0,35419000.0,35419000.0,428000.0,35847000.0,7436000.0,1928000.0,-1928000.0,5508000.0,,-47733000.0,47733000.0,,76144000.0,23462000.0,4611000.0,3692000.0,3692000.0,15159000.0,15159000.0,15159000.0,99606000.0,310525000.0,410131000.0,410131000.0,2023-09-30
65858.878349,0.002579,232909000.0,25532000.0,25532000.0,32986000.0,175040000.0,140358000.0,258441000.0,83401000.0,-37976000.0,47347000.0,9371000.0,7519858.878349,32986000.0,344556000.0,94249000.0,,,,,31764000.0,31764000.0,1222000.0,32986000.0,-2975000.0,35961000.0,35961000.0,93000.0,36054000.0,5313000.0,224000.0,-224000.0,-20219000.0,25308000.0,-37976000.0,47347000.0,9371000.0,68717000.0,33555000.0,8320000.0,4397000.0,4397000.0,20838000.0,20838000.0,20838000.0,102272000.0,311001000.0,413273000.0,413273000.0,2023-12-31
