ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,prepaid_assets,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date
155632024.0,155632024.0,61890000.0,2891533000.0,3418792000.0,2696205000.0,2891533000.0,61890000.0,3418792000.0,3418792000.0,3418792000.0,3418792000.0,-45642000.0,-45642000.0,2026219000.0,1438213000.0,2000.0,2000.0,763925000.0,73645000.0,21874000.0,1546000.0,1546000.0,50225000.0,50225000.0,690280000.0,510098000.0,510098000.0,11665000.0,11665000.0,40265000.0,128252000.0,20541000.0,107711000.0,6723000.0,60062000.0,54466000.0,40926000.0,4182717000.0,796232000.0,34141000.0,126448000.0,98573000.0,527259000.0,87382000.0,439877000.0,108384000.0,-31410000.0,139794000.0,19200000.0,130000.0,2125000.0,16799000.0,78233000.0,25432000.0,0.0,3386485000.0,38986000.0,38986000.0,324944000.0,82085000.0,242859000.0,-1442000.0,244301000.0,3022555000.0,2157396000.0,865159000.0,167556000.0,697603000.0,2022-10-31
158244607.0,158244607.0,60976000.0,3193899000.0,3716252000.0,2962510000.0,3193899000.0,60976000.0,3716252000.0,3716252000.0,3716252000.0,3716252000.0,-31129000.0,-31129000.0,2214752000.0,1532627000.0,2000.0,2000.0,1088044000.0,81241000.0,30079000.0,1492000.0,1492000.0,49670000.0,49670000.0,1006803000.0,869285000.0,869285000.0,11306000.0,11306000.0,16813000.0,109399000.0,30696000.0,78703000.0,6653000.0,30372000.0,4946000.0,41678000.0,4804296000.0,834983000.0,38955000.0,168522000.0,136697000.0,522353000.0,82476000.0,439877000.0,105153000.0,-32115000.0,137268000.0,18986000.0,302000.0,55336000.0,16228000.0,20984000.0,25432000.0,0.0,3969313000.0,81456000.0,,785229000.0,82174000.0,703055000.0,-469000.0,703524000.0,3102628000.0,2216163000.0,886465000.0,,,2023-01-31
160200232.0,160200232.0,58228000.0,3425455000.0,3943063000.0,3181832000.0,3425455000.0,58228000.0,3943063000.0,3943063000.0,3943063000.0,3943063000.0,-25759000.0,-25759000.0,2346273000.0,1622547000.0,2000.0,2000.0,1080307000.0,74005000.0,25104000.0,1407000.0,1407000.0,47494000.0,47494000.0,1006302000.0,869920000.0,869920000.0,10734000.0,10734000.0,44358000.0,81290000.0,18769000.0,62521000.0,6609000.0,11508000.0,4617000.0,44404000.0,5023370000.0,835236000.0,35850000.0,179541000.0,156375000.0,517608000.0,77731000.0,439877000.0,102237000.0,-33144000.0,135381000.0,18740000.0,1859000.0,,16188000.0,73162000.0,25432000.0,0.0,4188134000.0,122222000.0,,451010000.0,38070000.0,412940000.0,-542000.0,413482000.0,3614902000.0,2521268000.0,1093634000.0,,,2023-04-30
160622618.0,160622618.0,58505000.0,3639941000.0,4152643000.0,3359799000.0,3639941000.0,58505000.0,4152643000.0,4152643000.0,4152643000.0,4152643000.0,-34383000.0,-34383000.0,2457901000.0,1729123000.0,2000.0,2000.0,1075500000.0,73546000.0,24410000.0,1283000.0,1283000.0,47853000.0,47853000.0,1001954000.0,836500000.0,836500000.0,10652000.0,10652000.0,48296000.0,106506000.0,18383000.0,88123000.0,6663000.0,31528000.0,24143000.0,49932000.0,5228143000.0,866390000.0,38898000.0,206794000.0,184331000.0,512702000.0,72825000.0,439877000.0,107996000.0,-34124000.0,142120000.0,18709000.0,9829000.0,,16107000.0,72043000.0,25432000.0,0.0,4361753000.0,76407000.0,,416607000.0,37541000.0,379066000.0,-551000.0,379617000.0,3868739000.0,3126132000.0,742607000.0,,,2023-07-31
160965687.0,160965687.0,57666000.0,3871977000.0,4379773000.0,3567508000.0,3871977000.0,57666000.0,4379773000.0,4379773000.0,4379773000.0,4379773000.0,-37538000.0,-37538000.0,2593059000.0,1824250000.0,2000.0,2000.0,845999000.0,77749000.0,28578000.0,1145000.0,1145000.0,48026000.0,48026000.0,768250000.0,644463000.0,644463000.0,9640000.0,9640000.0,18346000.0,95801000.0,31161000.0,64640000.0,,28404000.0,6560000.0,36236000.0,5225772000.0,890014000.0,38401000.0,238081000.0,218348000.0,507796000.0,67919000.0,439877000.0,105736000.0,-35130000.0,140866000.0,19099000.0,10988000.0,,16224000.0,69123000.0,25432000.0,0.0,4335758000.0,93135000.0,,300341000.0,44837000.0,255504000.0,-554000.0,256058000.0,3942282000.0,3198570000.0,743712000.0,,,2023-10-31
161260172.0,161260172.0,55775000.0,4141930000.0,4644824000.0,3824328000.0,4141930000.0,55775000.0,4644824000.0,4644824000.0,4644824000.0,4644824000.0,-10637000.0,-10637000.0,2740457000.0,1915002000.0,2000.0,2000.0,1266096000.0,87213000.0,38720000.0,2052000.0,2052000.0,46441000.0,46441000.0,1178883000.0,1049761000.0,1049761000.0,9334000.0,9334000.0,19756000.0,100032000.0,28634000.0,71398000.0,6562000.0,33323000.0,11862000.0,31513000.0,5910920000.0,907709000.0,43302000.0,257379000.0,233463000.0,502894000.0,63017000.0,439877000.0,104134000.0,-36757000.0,140891000.0,30793000.0,31000.0,,18049000.0,66586000.0,25432000.0,0.0,5003211000.0,86918000.0,,888537000.0,36365000.0,852172000.0,-520000.0,852692000.0,4027756000.0,3324269000.0,703487000.0,,,2024-01-31
