tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.208,128561000.0,108457000.0,7157000.0,153907000.0,128561000.0,121404000.0,108457000.0,108457000.0,430947000.0,121404000.0,162295000.0,155392000.0,0.67,0.7,108457000.0,108457000.0,108457000.0,108457000.0,108457000.0,25405000.0,133862000.0,12458000.0,12458000.0,121404000.0,277040000.0,130257000.0,146783000.0,93910000.0,52873000.0,52873000.0,,398444000.0,153907000.0,552351000.0,552351000.0,2022-10-31
0.0,0.21,116602000.0,188533000.0,7679000.0,164314000.0,116602000.0,108923000.0,188533000.0,188533000.0,454466000.0,108923000.0,162104000.0,156512000.0,1.16,1.2,188533000.0,188533000.0,188533000.0,188533000.0,188533000.0,-53170000.0,135363000.0,-19420000.0,-22993000.0,108923000.0,290152000.0,142538000.0,147614000.0,89049000.0,58565000.0,58565000.0,,399075000.0,164314000.0,563389000.0,563389000.0,2023-01-31
0.0,0.21,69079000.0,131521000.0,7549000.0,166663000.0,69079000.0,61530000.0,131521000.0,131521000.0,464795000.0,61530000.0,162521000.0,159852000.0,0.81,0.82,131521000.0,131521000.0,131521000.0,131521000.0,131521000.0,-39743000.0,91778000.0,30248000.0,30248000.0,61530000.0,298132000.0,146960000.0,151172000.0,88503000.0,62669000.0,62669000.0,,359662000.0,166663000.0,526325000.0,526325000.0,2023-04-30
0.0,0.219,112136000.0,111628000.0,8087000.0,169018000.0,112136000.0,104049000.0,111628000.0,111628000.0,486176000.0,104049000.0,163284000.0,160396000.0,0.68,0.7,111628000.0,111628000.0,111628000.0,111628000.0,111628000.0,31247000.0,142875000.0,38826000.0,38826000.0,104049000.0,317158000.0,157228000.0,159930000.0,96995000.0,62935000.0,62935000.0,41639000.0,421207000.0,169018000.0,590225000.0,590225000.0,2023-07-31
0.0,0.208,136853000.0,135158000.0,8364000.0,167682000.0,136853000.0,128489000.0,135158000.0,135158000.0,488016000.0,128489000.0,163761000.0,160768000.0,0.83,0.84,135158000.0,135158000.0,135158000.0,135158000.0,135158000.0,35518000.0,170676000.0,42187000.0,42187000.0,128489000.0,320334000.0,161278000.0,159056000.0,96773000.0,62283000.0,62283000.0,,448823000.0,167682000.0,616505000.0,616505000.0,2023-10-31
0.0,0.193193,143892000.0,147398000.0,8628000.0,173928000.0,143892000.0,135264000.0,147398000.0,147398000.0,495354000.0,135264000.0,,,,,147398000.0,147398000.0,147398000.0,147398000.0,147398000.0,35295000.0,182693000.0,-86319000.0,,135264000.0,321426000.0,163565000.0,157861000.0,99203000.0,58658000.0,58658000.0,,456690000.0,173928000.0,630618000.0,630618000.0,2024-01-31
