treasury_shares_number,preferred_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,commercial_paper,payables_and_accrued_expenses,payables,other_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,long_term_equity_investment,investmentsin_associatesat_cost,investmentsin_subsidiariesat_cost,net_ppe,accumulated_depreciation,gross_ppe,current_assets,other_current_assets,inventory,finished_goods,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
304000000.0,1000000.0,633000000.0,937000000.0,5589000000.0,5923000000.0,11397000000.0,17320000000.0,-635000000.0,11397000000.0,11397000000.0,16918000000.0,11397000000.0,11397000000.0,106000000.0,106000000.0,7512000000.0,10663000000.0,7203000000.0,937000000.0,937000000.0,0.0,8543000000.0,6237000000.0,100000000.0,100000000.0,321000000.0,167000000.0,5521000000.0,5521000000.0,295000000.0,2306000000.0,364000000.0,402000000.0,402000000.0,402000000.0,,1540000000.0,1540000000.0,90000000.0,171000000.0,1279000000.0,19940000000.0,18269000000.0,315000000.0,577000000.0,577000000.0,135000000.0,442000000.0,17377000000.0,-23876000000.0,41253000000.0,1671000000.0,66000000.0,125000000.0,15000000.0,110000000.0,1146000000.0,1146000000.0,-10000000.0,1156000000.0,334000000.0,334000000.0,2022-12-31
315000000.0,1000000.0,622000000.0,937000000.0,5676000000.0,5854000000.0,11388000000.0,17242000000.0,-540000000.0,11388000000.0,11388000000.0,17111000000.0,11388000000.0,11388000000.0,99000000.0,99000000.0,7814000000.0,11017000000.0,7149000000.0,937000000.0,937000000.0,0.0,8624000000.0,6478000000.0,99000000.0,99000000.0,360000000.0,209000000.0,5723000000.0,5723000000.0,296000000.0,2146000000.0,318000000.0,131000000.0,131000000.0,131000000.0,,1697000000.0,1697000000.0,41000000.0,176000000.0,1480000000.0,20012000000.0,18406000000.0,286000000.0,657000000.0,657000000.0,,,17463000000.0,-24346000000.0,41809000000.0,1606000000.0,77000000.0,136000000.0,14000000.0,122000000.0,1215000000.0,1215000000.0,-11000000.0,1226000000.0,178000000.0,178000000.0,2023-03-31
331000000.0,1000000.0,606000000.0,937000000.0,5640000000.0,5855000000.0,11244000000.0,17099000000.0,-422000000.0,11244000000.0,11244000000.0,16968000000.0,11244000000.0,11244000000.0,94000000.0,94000000.0,8188000000.0,11242000000.0,7159000000.0,937000000.0,937000000.0,0.0,8675000000.0,6550000000.0,105000000.0,105000000.0,422000000.0,278000000.0,5724000000.0,5724000000.0,299000000.0,2125000000.0,305000000.0,131000000.0,131000000.0,131000000.0,,1689000000.0,1689000000.0,50000000.0,102000000.0,1537000000.0,19919000000.0,18216000000.0,262000000.0,430000000.0,430000000.0,,,17524000000.0,-24888000000.0,42412000000.0,1703000000.0,58000000.0,136000000.0,13000000.0,123000000.0,1294000000.0,1294000000.0,-12000000.0,1306000000.0,215000000.0,215000000.0,2023-06-30
347000000.0,1000000.0,590000000.0,937000000.0,5552000000.0,5726000000.0,11226000000.0,16952000000.0,-1058000000.0,11226000000.0,11226000000.0,16102000000.0,11226000000.0,11226000000.0,90000000.0,90000000.0,8598000000.0,11634000000.0,7163000000.0,937000000.0,937000000.0,0.0,8693000000.0,5787000000.0,94000000.0,94000000.0,509000000.0,386000000.0,4876000000.0,4876000000.0,308000000.0,2906000000.0,279000000.0,850000000.0,850000000.0,400000000.0,450000000.0,1777000000.0,1777000000.0,67000000.0,128000000.0,1582000000.0,19919000000.0,18071000000.0,239000000.0,421000000.0,421000000.0,,,17411000000.0,-25377000000.0,42788000000.0,1848000000.0,66000000.0,174000000.0,9000000.0,165000000.0,1434000000.0,1434000000.0,-10000000.0,1444000000.0,174000000.0,174000000.0,2023-09-30
360000000.0,1000000.0,577197369.0,937197369.0,5273000000.0,5428000000.0,11205000000.0,16633000000.0,-2353000000.0,11205000000.0,11205000000.0,14583000000.0,11205000000.0,11205000000.0,82000000.0,82000000.0,8952000000.0,11966000000.0,7172000000.0,937000000.0,937000000.0,0.0,8370000000.0,4448000000.0,93000000.0,93000000.0,651000000.0,419000000.0,3378000000.0,3378000000.0,326000000.0,3922000000.0,312000000.0,2050000000.0,2050000000.0,1600000000.0,450000000.0,1560000000.0,1560000000.0,70000000.0,126000000.0,1364000000.0,19575000000.0,18006000000.0,360000000.0,433000000.0,433000000.0,162000000.0,271000000.0,17213000000.0,-25914000000.0,43127000000.0,1569000000.0,76000000.0,186000000.0,14000000.0,172000000.0,1152000000.0,1152000000.0,-10000000.0,1162000000.0,155000000.0,155000000.0,2023-12-31
