free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,sale_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_inventory,change_in_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,operating_gains_losses,pension_and_employee_benefit_expense,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_income_from_continuing_operations,date,purchase_of_business
794000000.0,-2755000000.0,0.0,,-333000000.0,44000000.0,45000000.0,334000000.0,1109000000.0,-775000000.0,1608000000.0,1608000000.0,-3000000.0,,-58000000.0,,-2755000000.0,-2755000000.0,1950000000.0,,,,1950000000.0,0.0,,-3510000000.0,-3510000000.0,2000000.0,-3179000000.0,-2000000.0,-333000000.0,-333000000.0,1127000000.0,1127000000.0,23000000.0,10000000.0,-199000000.0,-18000000.0,230000000.0,11000000.0,10000000.0,3000000.0,120000000.0,120000000.0,434000000.0,1000000.0,-7000000.0,-9000000.0,-22000000.0,525000000.0,2022-12-31,
333000000.0,-364000000.0,-245000000.0,175000000.0,-532000000.0,85000000.0,6000000.0,178000000.0,334000000.0,-156000000.0,-499000000.0,-499000000.0,-2000000.0,,-63000000.0,-63000000.0,-364000000.0,-364000000.0,-70000000.0,,,,-70000000.0,-245000000.0,175000000.0,-522000000.0,-522000000.0,-1000000.0,11000000.0,11000000.0,-532000000.0,-532000000.0,865000000.0,865000000.0,-77000000.0,-9000000.0,30000000.0,-12000000.0,-86000000.0,4000000.0,10000000.0,,85000000.0,85000000.0,520000000.0,-94000000.0,-7000000.0,-80000000.0,-2000000.0,417000000.0,2023-03-31,
442000000.0,334000000.0,-1005000000.0,1005000000.0,-634000000.0,54000000.0,91000000.0,215000000.0,178000000.0,37000000.0,-436000000.0,-436000000.0,-2000000.0,,-62000000.0,-62000000.0,334000000.0,334000000.0,0.0,,,,0.0,-25000000.0,25000000.0,-603000000.0,-603000000.0,-1000000.0,32000000.0,32000000.0,-634000000.0,-634000000.0,1076000000.0,1076000000.0,-45000000.0,19000000.0,7000000.0,1000000.0,-72000000.0,1000000.0,11000000.0,,70000000.0,70000000.0,559000000.0,193000000.0,-4000000.0,193000000.0,4000000.0,287000000.0,2023-06-30,
573000000.0,-1000000.0,-619000000.0,488000000.0,-493000000.0,112000000.0,6000000.0,174000000.0,215000000.0,-41000000.0,-608000000.0,-608000000.0,0.0,-415000000.0,-61000000.0,-61000000.0,-1000000.0,-1000000.0,-131000000.0,0.0,-488000000.0,488000000.0,-131000000.0,-131000000.0,0.0,-499000000.0,-499000000.0,-5000000.0,-1000000.0,14000000.0,-493000000.0,-493000000.0,1066000000.0,1066000000.0,-78000000.0,-27000000.0,129000000.0,-40000000.0,-140000000.0,13000000.0,11000000.0,0.0,109000000.0,109000000.0,583000000.0,-25000000.0,-16000000.0,-14000000.0,6000000.0,453000000.0,2023-09-30,
706000000.0,,-530000000.0,230000000.0,-374000000.0,78000000.0,3000000.0,155000000.0,174000000.0,-19000000.0,-717000000.0,-717000000.0,-31000000.0,-352000000.0,-65000000.0,,,,-300000000.0,450000000.0,,-1018000000.0,-750000000.0,-1998000000.0,1248000000.0,-382000000.0,-382000000.0,-15000000.0,7000000.0,4000000.0,,,1080000000.0,1080000000.0,100000000.0,12000000.0,-176000000.0,-13000000.0,277000000.0,40000000.0,11000000.0,2000000.0,35000000.0,35000000.0,549000000.0,-54000000.0,-6000000.0,-16000000.0,-21000000.0,397000000.0,2023-12-31,3000000.0
