treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,other_equity_interest,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_taxes_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,financial_assets_designatedas_fair_value_through_profitor_loss_total,long_term_equity_investment,investmentsin_joint_venturesat_cost,investmentsin_associatesat_cost,investment_properties,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,other_receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date
72941000.0,4295043000.0,4367984000.0,124325891000.0,190074772000.0,221177154000.0,477034546000.0,71041756000.0,221177154000.0,7708487000.0,294668261000.0,432467224000.0,313276385000.0,18608124000.0,294668261000.0,-4166449000.0,22950012000.0,22950012000.0,1959107000.0,91556474000.0,142607490000.0,43679841000.0,43679841000.0,394313457000.0,164987989000.0,7549527000.0,0.0,4325492000.0,4325492000.0,8585132000.0,8585132000.0,144527838000.0,6728875000.0,137798963000.0,229325468000.0,29305342000.0,18360792000.0,18360792000.0,45546934000.0,979612000.0,44567322000.0,44567322000.0,11337966000.0,124774434000.0,15607812000.0,109166622000.0,30169322000.0,78997300000.0,707589842000.0,407222618000.0,3590576000.0,6341772000.0,6341772000.0,22774670000.0,8095324000.0,5986330000.0,2108994000.0,14679346000.0,515351000.0,14163995000.0,21729092000.0,73491107000.0,21177708000.0,52313399000.0,279295401000.0,-423493690000.0,702789091000.0,18073406000.0,14423678000.0,473731962000.0,176210449000.0,20349596000.0,0.0,300367224000.0,4543797000.0,92826151000.0,18116990000.0,8821890000.0,65887271000.0,137397260000.0,22001742000.0,748519000.0,114646999000.0,-164408000.0,114811407000.0,65600016000.0,7559622000.0,58040394000.0,58034405000.0,5989000.0,2022-12-31
72941000.0,4300494887.0,4373435887.0,120690000000.0,182746000000.0,198550000000.0,453397000000.0,36912000000.0,198550000000.0,,270651000000.0,396240000000.0,289726000000.0,19075000000.0,270651000000.0,,,,,,,,,385714000000.0,151355000000.0,25766000000.0,,,,,,125589000000.0,,125589000000.0,234359000000.0,113650000000.0,,,57157000000.0,,57157000000.0,,,63552000000.0,,63552000000.0,,63552000000.0,675440000000.0,404169000000.0,30829000000.0,,,24352000000.0,,,,,,,,72101000000.0,72101000000.0,,276887000000.0,,276887000000.0,,276887000000.0,,,,,271271000000.0,25717000000.0,85667000000.0,,,,91514000000.0,,,91514000000.0,,,68373000000.0,6317000000.0,62056000000.0,,,2023-03-31
72941000.0,4303489787.0,4376430787.0,120324000000.0,179675000000.0,207326000000.0,458299000000.0,45265000000.0,207326000000.0,,278624000000.0,402310000000.0,297417000000.0,18793000000.0,278624000000.0,,,,,,,,,375104000000.0,149339000000.0,25653000000.0,,,,,,123686000000.0,,123686000000.0,225765000000.0,102551000000.0,,,55989000000.0,,55989000000.0,,,67225000000.0,,67225000000.0,,67225000000.0,672521000000.0,401491000000.0,30137000000.0,,,26761000000.0,,,,,,,,71298000000.0,71298000000.0,,273295000000.0,,273295000000.0,,273295000000.0,,,,,271030000000.0,28400000000.0,77568000000.0,,,,98671000000.0,,,98671000000.0,,,66391000000.0,7040000000.0,59351000000.0,,,2023-06-30
72941000.0,4307258187.0,4380199187.0,148957000000.0,211769000000.0,225073000000.0,507380000000.0,51178000000.0,225073000000.0,,295611000000.0,413522000000.0,315636000000.0,20025000000.0,295611000000.0,,,,,,,,,385448000000.0,143937000000.0,26026000000.0,,,,,,117911000000.0,,117911000000.0,241511000000.0,68600000000.0,,,93858000000.0,,93858000000.0,93858000000.0,,79053000000.0,,79053000000.0,,79053000000.0,701084000000.0,408395000000.0,31381000000.0,,,28402000000.0,,,,,,,,70538000000.0,70538000000.0,,278074000000.0,,278074000000.0,,278074000000.0,,,,,292689000000.0,29791000000.0,76953000000.0,,,,114078000000.0,,,114078000000.0,,,71867000000.0,9055000000.0,62812000000.0,,,2023-09-30
72941000.0,4319609237.0,4392550237.0,112040000000.0,187145000000.0,222010000000.0,478141000000.0,43959000000.0,222010000000.0,,290996000000.0,407203000000.0,312169000000.0,21173000000.0,290996000000.0,,,,,,,,,369301000000.0,140258000000.0,24051000000.0,,,,,,116207000000.0,,116207000000.0,229043000000.0,91651000000.0,,,70938000000.0,,70938000000.0,,,66454000000.0,,66454000000.0,,66454000000.0,681470000000.0,408468000000.0,31580000000.0,,,30776000000.0,,,,,,,,68986000000.0,,,277126000000.0,,277126000000.0,,277126000000.0,,,,,273002000000.0,28964000000.0,63259000000.0,,,,97264000000.0,,,97264000000.0,,,83515000000.0,8410000000.0,75105000000.0,,,2024-03-31
