free_cash_flow,repayment_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,other_non_cash_items,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date
28163698000.0,,-22012274000.0,58040394000.0,52358000000.0,-5046243000.0,10728292000.0,-17898806000.0,-17898806000.0,282999000.0,158000.0,-19045610000.0,-20911863000.0,,-21548874000.0,-21548874000.0,-86605000.0,-20879750000.0,-21629507000.0,50175972000.0,50175972000.0,45149801000.0,14252889000.0,14252889000.0,20349628000.0,2022-12-31
15552000000.0,-11621000000.0,-15206000000.0,62056000000.0,58040000000.0,-446000000.0,4462000000.0,-11505000000.0,-11505000000.0,116000000.0,,-11621000000.0,-11621000000.0,-11621000000.0,-14791000000.0,-14791000000.0,415000000.0,-15206000000.0,-15206000000.0,30758000000.0,30758000000.0,8448000000.0,14440000000.0,14440000000.0,7870000000.0,2023-03-31
3809000000.0,,-12147000000.0,59611000000.0,62056000000.0,481000000.0,-2926000000.0,-4450000000.0,-4450000000.0,-1055000000.0,,-3395000000.0,-3395000000.0,,-14432000000.0,-14432000000.0,-2285000000.0,-12147000000.0,-12147000000.0,15956000000.0,15956000000.0,-8643000000.0,14488000000.0,14488000000.0,10111000000.0,2023-06-30
6409000000.0,,-14471000000.0,62813000000.0,59351000000.0,6444000000.0,-2982000000.0,-9239000000.0,-9239000000.0,-38000000.0,-37841000000.0,28640000000.0,28640000000.0,,-14623000000.0,-14623000000.0,-152000000.0,-14471000000.0,-14471000000.0,20880000000.0,20880000000.0,-5940000000.0,14568000000.0,14568000000.0,12252000000.0,2023-09-30
4181000000.0,-139000000.0,-12513000000.0,75105000000.0,67284000000.0,6807000000.0,1014000000.0,-172000000.0,-172000000.0,-33000000.0,,-139000000.0,-139000000.0,-139000000.0,-15508000000.0,-15508000000.0,-2995000000.0,-12513000000.0,-12513000000.0,16694000000.0,16694000000.0,-5752000000.0,14586000000.0,14586000000.0,7860000000.0,2024-03-31
