free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,dividend_received_cfo,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_interest_payable,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,unrealized_gain_loss_on_investment_securities,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,depreciation,operating_gains_losses,pension_and_employee_benefit_expense,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,gain_loss_on_sale_of_ppe,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
439000000.0,-191000000.0,-152000000.0,259000000.0,-322000000.0,804000000.0,511000000.0,6000000.0,287000000.0,-159000000.0,-159000000.0,88000000.0,-164000000.0,-164000000.0,-191000000.0,-191000000.0,108000000.0,1000000.0,107000000.0,-152000000.0,259000000.0,-315000000.0,-315000000.0,5000000.0,-311000000.0,-311000000.0,0.0,-320000000.0,2000000.0,-322000000.0,761000000.0,761000000.0,0.0,259000000.0,51000000.0,-117000000.0,-9000000.0,-9000000.0,-108000000.0,-108000000.0,55000000.0,270000000.0,235000000.0,-22000000.0,0.0,43000000.0,43000000.0,251000000.0,251000000.0,,548000000.0,-29000000.0,-42000000.0,,0.0,619000000.0,-318000000.0,2022-12-31
4000000.0,-177000000.0,-413000000.0,670000000.0,-341000000.0,708000000.0,804000000.0,6000000.0,-102000000.0,-108000000.0,-108000000.0,,-162000000.0,-162000000.0,-177000000.0,-177000000.0,231000000.0,-26000000.0,257000000.0,-413000000.0,670000000.0,-339000000.0,-339000000.0,,,,,-339000000.0,2000000.0,-341000000.0,345000000.0,345000000.0,0.0,-132000000.0,-27000000.0,-208000000.0,-5000000.0,-5000000.0,-203000000.0,-203000000.0,52000000.0,51000000.0,103000000.0,39000000.0,0.0,-2000000.0,-2000000.0,241000000.0,241000000.0,241000000.0,27000000.0,26000000.0,1000000.0,43000000.0,,,172000000.0,2023-03-31
261000000.0,-41000000.0,-123000000.0,102000000.0,-267000000.0,746000000.0,708000000.0,4000000.0,34000000.0,-230000000.0,-230000000.0,,-160000000.0,-160000000.0,-41000000.0,-41000000.0,-28000000.0,-7000000.0,-21000000.0,-123000000.0,102000000.0,-264000000.0,-264000000.0,,,,,-266000000.0,1000000.0,-267000000.0,528000000.0,528000000.0,13000000.0,44000000.0,4000000.0,-95000000.0,-18000000.0,-18000000.0,-77000000.0,-77000000.0,35000000.0,100000000.0,57000000.0,-5000000.0,0.0,-11000000.0,-11000000.0,244000000.0,244000000.0,244000000.0,8000000.0,21000000.0,-13000000.0,,,,235000000.0,2023-06-30
240000000.0,0.0,-153000000.0,0.0,-228000000.0,1149000000.0,746000000.0,-4000000.0,407000000.0,-306000000.0,-306000000.0,0.0,-160000000.0,-160000000.0,0.0,0.0,-146000000.0,7000000.0,-153000000.0,-153000000.0,0.0,245000000.0,245000000.0,0.0,,,,-227000000.0,1000000.0,-228000000.0,468000000.0,468000000.0,0.0,16000000.0,18000000.0,-34000000.0,18000000.0,18000000.0,-52000000.0,-52000000.0,-25000000.0,57000000.0,41000000.0,2000000.0,0.0,-34000000.0,-34000000.0,258000000.0,258000000.0,,61000000.0,23000000.0,38000000.0,,,,165000000.0,2023-09-30
187000000.0,0.0,-91000000.0,11000000.0,-305000000.0,1113000000.0,1149000000.0,4000000.0,-40000000.0,-222000000.0,-222000000.0,18000000.0,-160000000.0,-160000000.0,0.0,0.0,-80000000.0,18000000.0,-80000000.0,-91000000.0,11000000.0,-310000000.0,-310000000.0,-5000000.0,0.0,0.0,,-305000000.0,0.0,-305000000.0,492000000.0,492000000.0,0.0,70000000.0,48000000.0,-84000000.0,-14000000.0,-14000000.0,-70000000.0,-70000000.0,11000000.0,95000000.0,54000000.0,83000000.0,0.0,-109000000.0,-109000000.0,689000000.0,689000000.0,,43000000.0,24000000.0,-134000000.0,,,,-284000000.0,2023-12-31
144000000.0,-22000000.0,-3000000.0,0.0,-251000000.0,1070000000.0,1113000000.0,0.0,-43000000.0,-191000000.0,-191000000.0,-5000000.0,-161000000.0,-161000000.0,-22000000.0,-22000000.0,-3000000.0,,-3000000.0,-3000000.0,0.0,-247000000.0,-247000000.0,3000000.0,,,,-250000000.0,1000000.0,-251000000.0,395000000.0,395000000.0,,32000000.0,-26000000.0,-27000000.0,17000000.0,17000000.0,-44000000.0,-44000000.0,76000000.0,9000000.0,7000000.0,35000000.0,,-11000000.0,-11000000.0,278000000.0,278000000.0,278000000.0,5000000.0,-2000000.0,2000000.0,,5000000.0,,56000000.0,2024-03-31
