tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_taxes,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,selling_and_marketing_expense,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,gain_on_sale_of_ppe,general_and_administrative_expense,other_gand_a
-17220000.0,0.21,748000000.0,-82000000.0,-82000000.0,-81000000.0,251000000.0,3668000000.0,666000000.0,415000000.0,-59000000.0,93000000.0,34000000.0,-16220000.0,-318000000.0,4718000000.0,353700000.0,353333333.0,-0.9,-0.9,-318000000.0,-318000000.0,-318000000.0,0.0,-318000000.0,-237000000.0,-81000000.0,-255000000.0,148000000.0,322000000.0,-34000000.0,48000000.0,-82000000.0,-86000000.0,-97000000.0,0.0,-59000000.0,93000000.0,34000000.0,415000000.0,1050000000.0,38000000.0,251000000.0,251000000.0,761000000.0,761000000.0,1465000000.0,3668000000.0,5133000000.0,5133000000.0,2022-12-31,,,
0.0,0.22,565000000.0,,,172000000.0,241000000.0,3642000000.0,565000000.0,324000000.0,-62000000.0,103000000.0,41000000.0,172000000.0,172000000.0,4722000000.0,353300000.0,351020408.0,0.49,0.49,172000000.0,172000000.0,172000000.0,,172000000.0,0.0,172000000.0,-1000000.0,48000000.0,221000000.0,-15000000.0,-15000000.0,,,,,-62000000.0,103000000.0,41000000.0,298000000.0,1080000000.0,36000000.0,241000000.0,241000000.0,803000000.0,803000000.0,1378000000.0,3642000000.0,5020000000.0,5020000000.0,2023-03-31,,,
0.0,0.13,558000000.0,,,222000000.0,244000000.0,3360000000.0,558000000.0,314000000.0,-59000000.0,59000000.0,,222000000.0,235000000.0,4356000000.0,346500000.0,345588235.0,0.68,0.68,235000000.0,235000000.0,235000000.0,,235000000.0,13000000.0,222000000.0,0.0,33000000.0,255000000.0,-12000000.0,-12000000.0,,,,,-59000000.0,59000000.0,,326000000.0,996000000.0,40000000.0,244000000.0,244000000.0,712000000.0,712000000.0,1322000000.0,3360000000.0,4682000000.0,4682000000.0,2023-06-30,,,
0.0,0.17,595000000.0,0.0,0.0,192000000.0,258000000.0,3345000000.0,595000000.0,337000000.0,-58000000.0,105000000.0,47000000.0,192000000.0,165000000.0,4310000000.0,351063830.0,351063830.0,0.47,0.47,165000000.0,165000000.0,165000000.0,,165000000.0,-27000000.0,192000000.0,-1000000.0,39000000.0,232000000.0,-13000000.0,-13000000.0,0.0,,0.0,,-58000000.0,105000000.0,47000000.0,303000000.0,965000000.0,39000000.0,258000000.0,258000000.0,668000000.0,668000000.0,1268000000.0,3345000000.0,4613000000.0,4613000000.0,2023-09-30,,,
-18524539.877301,0.187117,572000000.0,-99000000.0,-99000000.0,-284000000.0,689000000.0,3282000000.0,473000000.0,-216000000.0,-52000000.0,110000000.0,58000000.0,-203524539.877301,-284000000.0,4762000000.0,346341463.0,346341463.0,-0.82,-0.82,-284000000.0,-284000000.0,-284000000.0,,-284000000.0,0.0,-284000000.0,-19000000.0,-61000000.0,-326000000.0,-113000000.0,-14000000.0,-99000000.0,,57000000.0,,-52000000.0,110000000.0,58000000.0,-161000000.0,1480000000.0,39000000.0,689000000.0,689000000.0,752000000.0,395000000.0,1319000000.0,3282000000.0,4601000000.0,4601000000.0,2023-12-31,,357000000.0,357000000.0
-2541176.470588,0.317647,480000000.0,-8000000.0,-8000000.0,56000000.0,278000000.0,3424000000.0,472000000.0,194000000.0,-46000000.0,109000000.0,63000000.0,61458823.529412,56000000.0,4492000000.0,348500000.0,346700000.0,0.16,0.16,56000000.0,56000000.0,56000000.0,,56000000.0,0.0,56000000.0,-2000000.0,27000000.0,85000000.0,4000000.0,12000000.0,-8000000.0,,3000000.0,,-46000000.0,109000000.0,63000000.0,127000000.0,1068000000.0,41000000.0,278000000.0,278000000.0,749000000.0,391000000.0,1195000000.0,3424000000.0,4619000000.0,4619000000.0,2024-03-31,-5000000.0,358000000.0,358000000.0
