tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,preferred_stock_dividends,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,restructuring_and_mergern_acquisition
6450867.052023,0.238921,1497000000.0,27000000.0,27000000.0,790000000.0,309000000.0,1917000000.0,1524000000.0,1215000000.0,-177000000.0,177000000.0,769450867.052023,790000000.0,2034000000.0,1181000000.0,230700000.0,228076415.0,3.42,3.463751,791000000.0,2000000.0,789000000.0,1000000.0,790000000.0,790000000.0,790000000.0,248000000.0,1038000000.0,12000000.0,-15000000.0,27000000.0,-27000000.0,-177000000.0,177000000.0,1203000000.0,117000000.0,40000000.0,1320000000.0,1917000000.0,3237000000.0,3237000000.0,2022-12-31,
-93933000.0,0.213,1529000000.0,-441000000.0,-441000000.0,466000000.0,321000000.0,1913000000.0,1088000000.0,767000000.0,-175000000.0,175000000.0,813067000.0,466000000.0,1980000000.0,711000000.0,228300000.0,227700000.0,2.04,2.04,466000000.0,0.0,465000000.0,1000000.0,466000000.0,466000000.0,466000000.0,126000000.0,592000000.0,-385000000.0,56000000.0,-441000000.0,441000000.0,-175000000.0,175000000.0,1152000000.0,67000000.0,67000000.0,1219000000.0,1913000000.0,3132000000.0,3132000000.0,2023-03-31,
-109956000.0,0.231,1430000000.0,-476000000.0,-476000000.0,356000000.0,321000000.0,1871000000.0,954000000.0,633000000.0,-170000000.0,170000000.0,722044000.0,356000000.0,1928000000.0,576000000.0,228000000.0,227500000.0,1.56,1.56,356000000.0,,356000000.0,,356000000.0,356000000.0,356000000.0,107000000.0,463000000.0,-419000000.0,57000000.0,-476000000.0,476000000.0,-170000000.0,170000000.0,1052000000.0,57000000.0,57000000.0,1109000000.0,1871000000.0,2980000000.0,2980000000.0,2023-06-30,
-48620000.0,0.221,1342000000.0,-220000000.0,-220000000.0,478000000.0,326000000.0,1941000000.0,1122000000.0,796000000.0,-182000000.0,182000000.0,649380000.0,478000000.0,1995000000.0,756000000.0,227000000.0,226400000.0,2.1,2.11,477000000.0,,477000000.0,1000000.0,478000000.0,478000000.0,478000000.0,136000000.0,614000000.0,-180000000.0,40000000.0,-220000000.0,220000000.0,-182000000.0,182000000.0,976000000.0,54000000.0,54000000.0,1030000000.0,1941000000.0,2971000000.0,2971000000.0,2023-09-30,
-19809523.809524,0.190476,1280000000.0,-104000000.0,-104000000.0,527000000.0,330000000.0,1996000000.0,1176000000.0,846000000.0,-195000000.0,195000000.0,611190476.190476,527000000.0,1979000000.0,808000000.0,226300000.0,225681254.0,2.32,2.335152,526000000.0,,526000000.0,,527000000.0,527000000.0,527000000.0,124000000.0,651000000.0,-248000000.0,-144000000.0,-104000000.0,104000000.0,-195000000.0,195000000.0,1094000000.0,-17000000.0,48000000.0,1077000000.0,1996000000.0,3073000000.0,3073000000.0,2023-12-31,
-295600000.0,0.4,1307000000.0,-739000000.0,-739000000.0,53000000.0,337000000.0,1983000000.0,568000000.0,231000000.0,-201000000.0,201000000.0,496400000.0,53000000.0,2052000000.0,213000000.0,226200000.0,225800000.0,0.23,0.23,52000000.0,,52000000.0,1000000.0,53000000.0,53000000.0,53000000.0,-23000000.0,30000000.0,-721000000.0,18000000.0,-739000000.0,640000000.0,-201000000.0,201000000.0,952000000.0,69000000.0,69000000.0,1021000000.0,1983000000.0,3004000000.0,3004000000.0,2024-03-31,99000000.0
