tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,other_special_charges,write_off,impairment_of_capital_assets,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,research_and_development,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-266490000.0,0.21,510000000.0,-1269000000.0,-1269000000.0,-1488000000.0,571000000.0,2413000000.0,-759000000.0,-1330000000.0,-18000000.0,53000000.0,35000000.0,-485490000.0,-1477000000.0,3297000000.0,795000000.0,794000000.0,-1.86,-1.86,-1477000000.0,-1477000000.0,-1477000000.0,-19000000.0,-1458000000.0,11000000.0,-1469000000.0,26000000.0,112000000.0,-1383000000.0,-1268000000.0,1000000.0,-1271000000.0,61000000.0,14000000.0,,1317000000.0,1000000.0,2000000.0,-18000000.0,53000000.0,35000000.0,-97000000.0,884000000.0,758000000.0,60000000.0,66000000.0,66000000.0,66000000.0,787000000.0,2413000000.0,3200000000.0,3200000000.0,2022-12-31
24000000.0,0.4,1005000000.0,60000000.0,60000000.0,339000000.0,461000000.0,1991000000.0,1065000000.0,604000000.0,-29000000.0,65000000.0,36000000.0,303000000.0,351000000.0,2166000000.0,795000000.0,794000000.0,0.44,0.44,351000000.0,351000000.0,351000000.0,-12000000.0,363000000.0,12000000.0,351000000.0,25000000.0,213000000.0,539000000.0,55000000.0,-5000000.0,30000000.0,36000000.0,,4000000.0,,2000000.0,30000000.0,-29000000.0,65000000.0,36000000.0,513000000.0,175000000.0,66000000.0,35000000.0,74000000.0,74000000.0,74000000.0,688000000.0,1991000000.0,2679000000.0,2679000000.0,2023-03-31
-18480000.0,0.21,923000000.0,-88000000.0,-88000000.0,153000000.0,486000000.0,2095000000.0,835000000.0,349000000.0,-12000000.0,49000000.0,37000000.0,222520000.0,155000000.0,2276000000.0,795000000.0,795000000.0,0.19,0.19,155000000.0,155000000.0,155000000.0,0.0,155000000.0,2000000.0,153000000.0,16000000.0,163000000.0,300000000.0,-95000000.0,-7000000.0,-35000000.0,0.0,,,4000000.0,31000000.0,-53000000.0,-12000000.0,49000000.0,37000000.0,407000000.0,181000000.0,66000000.0,44000000.0,71000000.0,71000000.0,71000000.0,588000000.0,2095000000.0,2683000000.0,2683000000.0,2023-06-30
-7130000.0,0.31,783000000.0,-23000000.0,-23000000.0,157000000.0,480000000.0,1929000000.0,760000000.0,280000000.0,-13000000.0,48000000.0,35000000.0,172870000.0,158000000.0,2218000000.0,796000000.0,795000000.0,0.2,0.2,158000000.0,158000000.0,158000000.0,-5000000.0,163000000.0,1000000.0,162000000.0,3000000.0,73000000.0,232000000.0,-30000000.0,-7000000.0,8000000.0,-2000000.0,-35000000.0,,2000000.0,23000000.0,-31000000.0,-13000000.0,48000000.0,35000000.0,275000000.0,289000000.0,166000000.0,53000000.0,70000000.0,70000000.0,70000000.0,564000000.0,1929000000.0,2493000000.0,2493000000.0,2023-09-30
-547680000.0,0.21,268000000.0,-2608000000.0,-2608000000.0,-3170000000.0,681000000.0,2984000000.0,-2340000000.0,-3021000000.0,-41000000.0,81000000.0,40000000.0,-1109680000.0,-3158000000.0,4444000000.0,979000000.0,978000000.0,-3.21,-3.21,-3158000000.0,-3158000000.0,-3158000000.0,-10000000.0,-3148000000.0,12000000.0,-3160000000.0,19000000.0,77000000.0,-3102000000.0,-2574000000.0,34000000.0,-2559000000.0,-231000000.0,15000000.0,,1881000000.0,432000000.0,-49000000.0,-41000000.0,81000000.0,40000000.0,-487000000.0,1460000000.0,1308000000.0,68000000.0,84000000.0,84000000.0,84000000.0,973000000.0,2984000000.0,3957000000.0,3957000000.0,2023-12-31
