free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_from_discontinued_operating_activities,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_inventory,change_in_receivables,other_non_cash_items,stock_based_compensation,unrealized_gain_loss_on_investment_securities,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,pension_and_employee_benefit_expense,net_income_from_continuing_operations,date
364000000.0,0.0,-16000000.0,-646000000.0,2944000000.0,3140000000.0,-1000000.0,-195000000.0,-479000000.0,-479000000.0,-27000000.0,-436000000.0,-436000000.0,0.0,0.0,-16000000.0,-16000000.0,-16000000.0,-726000000.0,-726000000.0,-41000000.0,-68000000.0,207000000.0,-275000000.0,13000000.0,10000000.0,3000000.0,-630000000.0,-646000000.0,1010000000.0,0.0,1010000000.0,-29000000.0,-77000000.0,92000000.0,97000000.0,83000000.0,14000000.0,50000000.0,-36000000.0,-36000000.0,-13000000.0,-128000000.0,796000000.0,16000000.0,-45000000.0,-133000000.0,-133000000.0,571000000.0,571000000.0,-28000000.0,7000000.0,-1458000000.0,2022-12-31
-45000000.0,,-16000000.0,-526000000.0,2725000000.0,2944000000.0,-8000000.0,-211000000.0,-350000000.0,-350000000.0,-16000000.0,-318000000.0,-318000000.0,,,-16000000.0,-16000000.0,-16000000.0,-342000000.0,-342000000.0,193000000.0,32000000.0,557000000.0,-525000000.0,-41000000.0,0.0,-41000000.0,-526000000.0,-526000000.0,481000000.0,0.0,481000000.0,-362000000.0,-46000000.0,19000000.0,-139000000.0,-159000000.0,20000000.0,19000000.0,1000000.0,1000000.0,-171000000.0,-25000000.0,62000000.0,19000000.0,-41000000.0,15000000.0,15000000.0,461000000.0,461000000.0,-36000000.0,0.0,363000000.0,2023-03-31
47000000.0,,-16000000.0,-616000000.0,2900000000.0,2725000000.0,4000000.0,171000000.0,-334000000.0,-334000000.0,0.0,-318000000.0,-318000000.0,,,-16000000.0,-16000000.0,-16000000.0,-158000000.0,-158000000.0,-170000000.0,621000000.0,638000000.0,-17000000.0,7000000.0,30000000.0,-23000000.0,-616000000.0,-616000000.0,663000000.0,7000000.0,656000000.0,-107000000.0,-65000000.0,-4000000.0,-148000000.0,47000000.0,-195000000.0,-103000000.0,-92000000.0,-92000000.0,-90000000.0,200000000.0,51000000.0,23000000.0,42000000.0,6000000.0,6000000.0,486000000.0,486000000.0,0.0,0.0,155000000.0,2023-06-30
399000000.0,,-16000000.0,-604000000.0,3264000000.0,2900000000.0,-5000000.0,369000000.0,-381000000.0,-381000000.0,-47000000.0,-318000000.0,-318000000.0,,,-16000000.0,-16000000.0,-16000000.0,-253000000.0,-253000000.0,1000000.0,376000000.0,379000000.0,-3000000.0,-26000000.0,0.0,-26000000.0,-604000000.0,-604000000.0,1003000000.0,2000000.0,1001000000.0,127000000.0,-80000000.0,30000000.0,63000000.0,29000000.0,34000000.0,95000000.0,-61000000.0,-61000000.0,-2000000.0,116000000.0,196000000.0,16000000.0,41000000.0,-24000000.0,-24000000.0,480000000.0,480000000.0,2000000.0,0.0,163000000.0,2023-09-30
-304000000.0,,-19000000.0,-920000000.0,3100000000.0,3264000000.0,7000000.0,-171000000.0,-538000000.0,-538000000.0,-58000000.0,-461000000.0,-461000000.0,,,-19000000.0,-19000000.0,-19000000.0,-249000000.0,-249000000.0,-2000000.0,17000000.0,23000000.0,-6000000.0,656000000.0,674000000.0,-18000000.0,-920000000.0,-920000000.0,616000000.0,0.0,616000000.0,-171000000.0,-84000000.0,5000000.0,363000000.0,461000000.0,-98000000.0,-53000000.0,-45000000.0,-45000000.0,76000000.0,-531000000.0,1197000000.0,22000000.0,5000000.0,-101000000.0,-101000000.0,681000000.0,681000000.0,240000000.0,9000000.0,-3148000000.0,2023-12-31
