tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.238,528000000.0,0.0,0.0,297000000.0,91000000.0,1741000000.0,528000000.0,437000000.0,-46000000.0,47000000.0,1000000.0,297000000.0,297000000.0,2124000000.0,301000000.0,299000000.0,0.99,0.99,297000000.0,297000000.0,297000000.0,0.0,297000000.0,297000000.0,93000000.0,390000000.0,-15000000.0,-15000000.0,0.0,0.0,-46000000.0,47000000.0,1000000.0,451000000.0,383000000.0,11000000.0,11000000.0,11000000.0,11000000.0,21000000.0,362000000.0,201000000.0,161000000.0,158000000.0,3000000.0,834000000.0,1741000000.0,2575000000.0,2575000000.0,2022-10-31
-2151000.0,0.239,444000000.0,-9000000.0,-9000000.0,232000000.0,85000000.0,1651000000.0,435000000.0,350000000.0,-45000000.0,45000000.0,0.0,238849000.0,232000000.0,2136000000.0,301000000.0,299000000.0,0.77,0.78,232000000.0,232000000.0,232000000.0,0.0,232000000.0,232000000.0,73000000.0,305000000.0,1000000.0,10000000.0,-9000000.0,9000000.0,-45000000.0,45000000.0,0.0,349000000.0,410000000.0,10000000.0,10000000.0,10000000.0,10000000.0,21000000.0,379000000.0,217000000.0,162000000.0,162000000.0,,759000000.0,1726000000.0,2485000000.0,2485000000.0,2023-01-31
-1386000.0,0.231,369000000.0,-6000000.0,-6000000.0,160000000.0,108000000.0,1463000000.0,363000000.0,255000000.0,-46000000.0,47000000.0,1000000.0,164614000.0,160000000.0,1956000000.0,301000000.0,299000000.0,0.53,0.54,160000000.0,160000000.0,160000000.0,0.0,160000000.0,160000000.0,48000000.0,208000000.0,-19000000.0,-13000000.0,-6000000.0,6000000.0,-46000000.0,47000000.0,1000000.0,273000000.0,395000000.0,10000000.0,10000000.0,10000000.0,10000000.0,24000000.0,361000000.0,194000000.0,167000000.0,167000000.0,,668000000.0,1561000000.0,2229000000.0,2229000000.0,2023-04-30
-4728888.888889,0.248889,396000000.0,-19000000.0,-19000000.0,169000000.0,103000000.0,1326000000.0,377000000.0,274000000.0,-47000000.0,49000000.0,2000000.0,183271111.111111,169000000.0,1821000000.0,299000000.0,298000000.0,0.57,0.57,169000000.0,169000000.0,169000000.0,0.0,169000000.0,169000000.0,56000000.0,225000000.0,,44000000.0,-19000000.0,6000000.0,-47000000.0,49000000.0,2000000.0,247000000.0,409000000.0,17000000.0,17000000.0,17000000.0,17000000.0,26000000.0,366000000.0,199000000.0,167000000.0,167000000.0,,656000000.0,1412000000.0,2068000000.0,2068000000.0,2023-07-31
-2695000.0,0.245,466000000.0,-11000000.0,-11000000.0,234000000.0,96000000.0,1641000000.0,455000000.0,359000000.0,-48000000.0,49000000.0,1000000.0,242305000.0,234000000.0,2149000000.0,299000000.0,298000000.0,0.78,0.79,234000000.0,234000000.0,234000000.0,0.0,234000000.0,234000000.0,76000000.0,310000000.0,-11000000.0,-24000000.0,-11000000.0,11000000.0,-48000000.0,49000000.0,1000000.0,369000000.0,419000000.0,7000000.0,7000000.0,7000000.0,7000000.0,24000000.0,388000000.0,222000000.0,166000000.0,158000000.0,8000000.0,788000000.0,1730000000.0,2518000000.0,2518000000.0,2023-10-31
-3012000.0,0.251,425000000.0,-12000000.0,-12000000.0,203000000.0,96000000.0,1601000000.0,413000000.0,317000000.0,-46000000.0,46000000.0,0.0,211988000.0,203000000.0,2128000000.0,299000000.0,298000000.0,0.68,0.68,203000000.0,203000000.0,203000000.0,0.0,203000000.0,203000000.0,68000000.0,271000000.0,-11000000.0,1000000.0,-12000000.0,12000000.0,-46000000.0,46000000.0,0.0,328000000.0,448000000.0,17000000.0,17000000.0,17000000.0,17000000.0,25000000.0,406000000.0,217000000.0,189000000.0,189000000.0,,776000000.0,1680000000.0,2456000000.0,2456000000.0,2024-01-31
