free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,other_cash_adjustment_outside_changein_cash,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date
608155000.0,-33693000.0,-1420000.0,,-159488000.0,40970000.0,30597000.0,463889000.0,0.0,327741000.0,-14401000.0,150549000.0,-339694000.0,-339694000.0,-793000.0,3334000.0,-207041000.0,-207041000.0,-33693000.0,-33693000.0,-101501000.0,-100081000.0,,-1420000.0,-1420000.0,,-277400000.0,-277400000.0,-2091000.0,-115821000.0,-115821000.0,-159488000.0,767643000.0,767643000.0,125669000.0,15961000.0,-151711000.0,-151711000.0,-31751000.0,-119960000.0,-119960000.0,26058000.0,14462000.0,220899000.0,220899000.0,-33722000.0,15351000.0,117532000.0,46640000.0,46640000.0,99877000.0,99877000.0,396296000.0,2022-12-31
579304000.0,-239910000.0,-91887000.0,,-176093000.0,32987000.0,12279000.0,460346000.0,,463889000.0,-18375000.0,14832000.0,-552248000.0,-552248000.0,-28289000.0,15194000.0,-207356000.0,-207356000.0,-239910000.0,-239910000.0,-91887000.0,-90700000.0,-90700000.0,-1187000.0,-1187000.0,,-188317000.0,-188317000.0,85000.0,-12309000.0,-12309000.0,-176093000.0,755397000.0,755397000.0,46456000.0,598000.0,190255000.0,190255000.0,16054000.0,174201000.0,174201000.0,-172000.0,-3263000.0,-140962000.0,-140962000.0,15815000.0,18992000.0,0.0,-11250000.0,-11250000.0,98199000.0,98199000.0,587185000.0,2023-03-31
139999000.0,0.0,-660480000.0,,-154412000.0,43550000.0,216865000.0,446161000.0,,460346000.0,-26453000.0,12268000.0,45569000.0,45569000.0,-4664000.0,6827000.0,-206190000.0,-206190000.0,0.0,0.0,249596000.0,256684000.0,,-7088000.0,-751180000.0,,-327712000.0,-327712000.0,-714000.0,-172586000.0,-172586000.0,-154412000.0,294411000.0,294411000.0,-316434000.0,3235000.0,-214200000.0,-214200000.0,-36325000.0,-177875000.0,-177875000.0,-4285000.0,-198643000.0,97459000.0,97459000.0,24109000.0,16849000.0,77360000.0,-16044000.0,-16044000.0,101588000.0,101588000.0,406983000.0,2023-06-30
297638000.0,0.0,-1178000.0,0.0,-218095000.0,35141000.0,35353000.0,471252000.0,,446161000.0,6558000.0,18533000.0,-277686000.0,-277686000.0,-1127000.0,2233000.0,-237720000.0,-237720000.0,0.0,0.0,-41072000.0,-39894000.0,,-1178000.0,-1178000.0,0.0,-219514000.0,-219514000.0,-2364000.0,945000.0,945000.0,-218095000.0,515733000.0,515733000.0,-190156000.0,-84637000.0,235350000.0,235350000.0,148449000.0,86901000.0,86901000.0,-8480000.0,33796000.0,-366185000.0,-366185000.0,14680000.0,20510000.0,38058000.0,10755000.0,10755000.0,103309000.0,103309000.0,518577000.0,2023-09-30
535140000.0,-25003000.0,-1869000.0,0.0,-222509000.0,49051000.0,39445000.0,401902000.0,,471252000.0,20000.0,-69370000.0,-363886000.0,-363886000.0,-929000.0,1761000.0,-237805000.0,-237805000.0,-25003000.0,-25003000.0,-101910000.0,-100041000.0,,-1869000.0,-1869000.0,0.0,-463133000.0,-463133000.0,-1941000.0,-238683000.0,-238683000.0,-222509000.0,757649000.0,757649000.0,118278000.0,2872000.0,-193652000.0,-193652000.0,-77944000.0,-115708000.0,-115708000.0,-9507000.0,10957000.0,307608000.0,307608000.0,21102000.0,24670000.0,95066000.0,32772000.0,32772000.0,116719000.0,116719000.0,349042000.0,2023-12-31
