tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,write_off,impairment_of_capital_assets,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,selling_general_and_administration,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,total_operating_income_as_reported
-3917448.405253,0.217636,866000000.0,-18000000.0,-18000000.0,416000000.0,241000000.0,3316000000.0,848000000.0,607000000.0,-74000000.0,74000000.0,430082551.594747,416000000.0,4083000000.0,,,,,416000000.0,416000000.0,416000000.0,-1000000.0,417000000.0,0.0,417000000.0,116000000.0,533000000.0,112000000.0,130000000.0,0.0,0.0,,0.0,-74000000.0,74000000.0,495000000.0,767000000.0,767000000.0,,,,1262000000.0,3316000000.0,4578000000.0,4578000000.0,2022-12-31,
0.0,0.091,725000000.0,,,337000000.0,250000000.0,3305000000.0,725000000.0,475000000.0,-102000000.0,102000000.0,337000000.0,337000000.0,4078000000.0,191200000.0,190200000.0,1.76,1.77,337000000.0,337000000.0,337000000.0,-2000000.0,339000000.0,,339000000.0,34000000.0,373000000.0,82000000.0,82000000.0,,,,,-102000000.0,102000000.0,393000000.0,773000000.0,773000000.0,,,,1166000000.0,3305000000.0,4471000000.0,4471000000.0,2023-03-31,
-1904000.0,0.056,773000000.0,-34000000.0,-34000000.0,349000000.0,256000000.0,3476000000.0,739000000.0,483000000.0,-111000000.0,111000000.0,381096000.0,349000000.0,4182000000.0,190100000.0,189200000.0,1.83,1.84,349000000.0,349000000.0,349000000.0,-2000000.0,351000000.0,,351000000.0,21000000.0,372000000.0,-28000000.0,6000000.0,-34000000.0,26000000.0,60000000.0,,-111000000.0,111000000.0,511000000.0,706000000.0,706000000.0,706000000.0,783000000.0,-77000000.0,1217000000.0,3476000000.0,4693000000.0,4693000000.0,2023-06-30,
0.0,0.045,869000000.0,0.0,0.0,383000000.0,310000000.0,3608000000.0,869000000.0,559000000.0,-159000000.0,159000000.0,383000000.0,383000000.0,4436000000.0,190100000.0,189300000.0,2.02,2.02,383000000.0,383000000.0,383000000.0,1000000.0,382000000.0,,382000000.0,18000000.0,400000000.0,80000000.0,80000000.0,0.0,0.0,,0.0,-159000000.0,159000000.0,479000000.0,828000000.0,828000000.0,,,,1307000000.0,3608000000.0,4915000000.0,4915000000.0,2023-09-30,
-114870000.0,0.21,1144000000.0,-547000000.0,-547000000.0,158000000.0,350000000.0,3935000000.0,597000000.0,247000000.0,-171000000.0,171000000.0,590130000.0,158000000.0,4639000000.0,190600000.0,189600000.0,0.83,0.83,158000000.0,158000000.0,158000000.0,32000000.0,126000000.0,,126000000.0,-50000000.0,76000000.0,-454000000.0,93000000.0,-547000000.0,-77000000.0,,296000000.0,-171000000.0,171000000.0,701000000.0,704000000.0,-463000000.0,,,,1405000000.0,3935000000.0,5340000000.0,5340000000.0,2023-12-31,
0.0,0.017,786000000.0,,,283000000.0,320000000.0,3863000000.0,786000000.0,466000000.0,-176000000.0,176000000.0,283000000.0,283000000.0,4833000000.0,190800000.0,189800000.0,1.48,1.49,283000000.0,283000000.0,283000000.0,-2000000.0,285000000.0,,285000000.0,5000000.0,290000000.0,88000000.0,88000000.0,,,,,-176000000.0,176000000.0,378000000.0,970000000.0,970000000.0,970000000.0,970000000.0,,1348000000.0,3863000000.0,5211000000.0,5211000000.0,2024-03-31,378000000.0
